Type,Symbol,Price,Quantity
BID,SBUX,8663,63
ASK,SBUX,8663,97
BID,SBUX,8662,85
ASK,SBUX,8661,68
BID,SBUX,8659,97
ASK,SBUX,8658,36
BID,SBUX,8657,40
ASK,SBUX,8659,5
BID,SBUX,8657,100
ASK,SBUX,8658,14
BID,SBUX,8657,27
ASK,SBUX,8657,12
BID,SBUX,8656,24
ASK,SBUX,8654,61
BID,SBUX,8649,93
ASK,SBUX,865,68
BID,SBUX,8649,85
ASK,SBUX,8649,51
BID,SBUX,8646,41
ASK,SBUX,8646,82
BID,SBUX,8645,33
ASK,SBUX,8644,102
BID,SBUX,8642,92
ASK,SBUX,8643,62
BID,SBUX,8641,52
ASK,SBUX,8639,65
BID,SBUX,8638,58
ASK,SBUX,864,65
BID,SBUX,8628,32
ASK,SBUX,8627,18
BID,SBUX,8626,39
ASK,SBUX,8627,38
BID,SBUX,8623,54
ASK,SBUX,8623,14
BID,SBUX,8622,32
ASK,SBUX,8622,83
BID,SBUX,862,31
ASK,SBUX,8621,16
BID,SBUX,8619,98
ASK,SBUX,8616,41
BID,SBUX,8615,84
ASK,SBUX,8616,17
BID,SBUX,861,16
ASK,SBUX,861,24
BID,SBUX,8608,19
ASK,SBUX,8609,45
BID,SBUX,8608,10
ASK,SBUX,8607,93
BID,SBUX,8606,11
ASK,SBUX,8607,81
BID,SBUX,8605,93
ASK,SBUX,8601,16
BID,SBUX,860,7
ASK,SBUX,860,5
BID,SBUX,8595,31
ASK,SBUX,8597,10
BID,SBUX,8594,35
ASK,SBUX,8595,84
BID,SBUX,8591,42
ASK,SBUX,8591,6
BID,SBUX,859,87
ASK,SBUX,8592,2
BID,SBUX,8589,66
ASK,SBUX,859,83
BID,SBUX,8589,60
ASK,SBUX,8591,89
BID,SBUX,8589,5
ASK,SBUX,8588,80
BID,SBUX,8587,85
ASK,SBUX,8585,82
BID,SBUX,8584,32
ASK,SBUX,8586,73
BID,SBUX,8583,32
ASK,SBUX,8582,19
BID,SBUX,8575,37
ASK,SBUX,8574,98
BID,SBUX,8573,42
ASK,SBUX,8573,21
BID,SBUX,8571,67
ASK,SBUX,857,59
BID,SBUX,8569,73
ASK,SBUX,857,72
BID,SBUX,8569,41
ASK,SBUX,8568,89
BID,SBUX,8565,53
ASK,SBUX,8566,39
BID,SBUX,8564,80
ASK,SBUX,8564,39
BID,SBUX,856,3
ASK,SBUX,856,40
BID,SBUX,8559,2
ASK,SBUX,8559,51
BID,SBUX,8557,54
ASK,SBUX,8558,27
BID,SBUX,855,45
ASK,SBUX,855,67
BID,SBUX,8549,58
ASK,SBUX,8549,28
BID,SBUX,8548,1
ASK,SBUX,8543,94
BID,SBUX,8542,27
ASK,SBUX,8543,15
BID,SBUX,8542,18
ASK,SBUX,8542,82
BID,SBUX,8541,43
ASK,SBUX,8543,13
BID,SBUX,8541,11
ASK,SBUX,8541,71
BID,SBUX,854,92
ASK,SBUX,8541,47
BID,SBUX,854,7
ASK,SBUX,8541,9
BID,SBUX,8539,50
ASK,SBUX,8539,11
BID,SBUX,8538,70
ASK,SBUX,8537,37
BID,SBUX,8536,9
ASK,SBUX,8536,62
BID,SBUX,8535,55
ASK,SBUX,8535,39
BID,SBUX,8529,36
ASK,SBUX,8529,77
BID,SBUX,8527,63
ASK,SBUX,8529,56
BID,SBUX,8527,28
ASK,SBUX,8529,16
BID,SBUX,8526,71
ASK,SBUX,8526,86
BID,SBUX,8525,46
ASK,SBUX,8524,30
BID,SBUX,8521,82
ASK,SBUX,8522,80
BID,SBUX,8521,57
ASK,SBUX,8522,14
BID,SBUX,8521,39
ASK,SBUX,8519,55
BID,SBUX,8516,73
ASK,SBUX,8517,89
BID,SBUX,8511,70
ASK,SBUX,8511,88
BID,SBUX,8509,83
ASK,SBUX,851,39
BID,SBUX,8506,37
ASK,SBUX,8506,41
BID,SBUX,8501,81
ASK,SBUX,8504,28
BID,SBUX,8501,19
ASK,SBUX,8502,72
BID,SBUX,8496,69
ASK,SBUX,8496,64
BID,SBUX,8495,21
ASK,SBUX,8494,79
BID,SBUX,8492,64
ASK,SBUX,8496,79
BID,SBUX,8492,76
ASK,SBUX,8493,20
BID,SBUX,8492,35
ASK,SBUX,8488,29
BID,SBUX,8487,39
ASK,SBUX,8488,29
BID,SBUX,8486,22
ASK,SBUX,8488,67
BID,SBUX,8484,94
ASK,SBUX,8484,28
BID,SBUX,8483,44
ASK,SBUX,8484,89
BID,SBUX,8482,22
ASK,SBUX,8481,24
BID,SBUX,8479,75
ASK,SBUX,8481,65
BID,SBUX,8478,85
ASK,SBUX,8478,44
BID,SBUX,8475,20
ASK,SBUX,8475,3
BID,SBUX,8474,44
ASK,SBUX,8476,17
BID,SBUX,8474,62
ASK,SBUX,8474,12
BID,SBUX,8471,57
ASK,SBUX,847,58
BID,SBUX,8469,62
ASK,SBUX,847,52
BID,SBUX,8469,13
ASK,SBUX,8468,10
BID,SBUX,8467,47
ASK,SBUX,8469,61
BID,SBUX,8463,51
ASK,SBUX,8463,69
BID,SBUX,8461,95
ASK,SBUX,8462,3
BID,SBUX,846,23
ASK,SBUX,846,50
BID,SBUX,8458,99
ASK,SBUX,8459,76
BID,SBUX,8456,29
ASK,SBUX,8457,46
BID,SBUX,8456,99
ASK,SBUX,8457,21
BID,SBUX,8456,57
ASK,SBUX,8457,94
BID,SBUX,8456,41
ASK,SBUX,8456,15
BID,SBUX,8454,50
ASK,SBUX,8453,74
BID,SBUX,8452,21
ASK,SBUX,8453,4
BID,SBUX,8451,17
ASK,SBUX,8452,54
BID,SBUX,8447,56
ASK,SBUX,8447,47
BID,SBUX,8446,25
ASK,SBUX,8449,89
BID,SBUX,8441,67
ASK,SBUX,8443,15
BID,SBUX,844,71
ASK,SBUX,8443,88
BID,SBUX,844,22
ASK,SBUX,8437,47
BID,SBUX,8435,86
ASK,SBUX,8436,95
BID,SBUX,8434,18
ASK,SBUX,8435,44
BID,SBUX,8434,8
ASK,SBUX,8432,89
BID,SBUX,843,91
ASK,SBUX,843,38
BID,SBUX,8426,18
ASK,SBUX,8427,9
BID,SBUX,8425,24
ASK,SBUX,8426,94
BID,SBUX,8424,5
ASK,SBUX,8424,62
BID,SBUX,8422,84
ASK,SBUX,8424,27
BID,SBUX,842,28
ASK,SBUX,8418,86
BID,SBUX,8416,82
ASK,SBUX,8418,13
BID,SBUX,8414,74
ASK,SBUX,8416,68
BID,SBUX,8414,71
ASK,SBUX,8413,73
BID,SBUX,8412,92
ASK,SBUX,8413,43
BID,SBUX,8408,41
ASK,SBUX,8407,93
BID,SBUX,8406,36
ASK,SBUX,8407,26
BID,SBUX,8405,45
ASK,SBUX,8406,84
BID,SBUX,840,102
ASK,SBUX,840,14
BID,SBUX,8398,5
ASK,SBUX,8398,57
BID,SBUX,8397,17
ASK,SBUX,8398,98
BID,SBUX,8395,43
ASK,SBUX,8394,82
BID,SBUX,8393,39
ASK,SBUX,8391,51
BID,SBUX,839,23
ASK,SBUX,8391,38
BID,SBUX,8389,60
ASK,SBUX,839,70
BID,SBUX,8384,12
ASK,SBUX,8385,70
BID,SBUX,8383,74
ASK,SBUX,8384,1
BID,SBUX,8383,81
ASK,SBUX,8386,37
BID,SBUX,8383,62
ASK,SBUX,8382,82
BID,SBUX,838,88
ASK,SBUX,8381,16
BID,SBUX,8378,34
ASK,SBUX,8378,94
BID,SBUX,8376,84
ASK,SBUX,8378,86
BID,SBUX,8368,19
ASK,SBUX,8371,41
BID,SBUX,8368,54
ASK,SBUX,8369,51
BID,SBUX,8368,46
ASK,SBUX,837,79
BID,SBUX,8366,98
ASK,SBUX,8369,74
BID,SBUX,8363,80
ASK,SBUX,8362,21
BID,SBUX,836,74
ASK,SBUX,8359,17
BID,SBUX,8356,62
ASK,SBUX,8355,99
BID,SBUX,8344,5
ASK,SBUX,8345,90
BID,SBUX,8341,19
ASK,SBUX,8342,7
BID,SBUX,8341,55
ASK,SBUX,8341,64
BID,SBUX,834,51
ASK,SBUX,834,57
BID,SBUX,8339,34
ASK,SBUX,8339,90
BID,SBUX,8336,9
ASK,SBUX,8336,17
BID,SBUX,8335,59
ASK,SBUX,8334,98
BID,SBUX,8332,25
ASK,SBUX,8332,73
BID,SBUX,8326,7
ASK,SBUX,8326,86
BID,SBUX,8325,69
ASK,SBUX,8321,10
BID,SBUX,8319,19
ASK,SBUX,8315,23
BID,SBUX,8314,85
ASK,SBUX,8314,26
BID,SBUX,8311,50
ASK,SBUX,8312,88
BID,SBUX,8305,23
ASK,SBUX,8305,37
BID,SBUX,8303,17
ASK,SBUX,8302,30
BID,SBUX,8301,49
ASK,SBUX,8299,45
BID,SBUX,8296,22
ASK,SBUX,8296,76
BID,SBUX,8294,49
ASK,SBUX,8295,83
BID,SBUX,8294,24
ASK,SBUX,8295,41
BID,SBUX,8293,63
ASK,SBUX,8289,82
BID,SBUX,8288,19
ASK,SBUX,8289,48
BID,SBUX,8285,16
ASK,SBUX,8287,73
BID,SBUX,828,59
ASK,SBUX,8281,40
BID,SBUX,828,6
ASK,SBUX,8279,12
BID,SBUX,8276,97
ASK,SBUX,8277,10
BID,SBUX,8273,13
ASK,SBUX,8273,72
BID,SBUX,8271,68
ASK,SBUX,8273,53
BID,SBUX,827,48
ASK,SBUX,8271,55
BID,SBUX,827,84
ASK,SBUX,8268,88
BID,SBUX,8265,34
ASK,SBUX,8263,57
BID,SBUX,8257,1
ASK,SBUX,8255,43
BID,SBUX,8242,53
ASK,SBUX,824,1
BID,SBUX,8239,93
ASK,SBUX,8241,6
BID,SBUX,8238,69
ASK,SBUX,8238,11
BID,SBUX,8236,47
ASK,SBUX,8239,11
BID,SBUX,8234,49
ASK,SBUX,8227,93
BID,SBUX,8226,101
ASK,SBUX,8223,85
BID,SBUX,8222,101
ASK,SBUX,8219,79
BID,SBUX,8217,57
ASK,SBUX,8218,4
BID,SBUX,8214,57
ASK,SBUX,8215,54
BID,SBUX,8214,20
ASK,SBUX,8211,65
BID,SBUX,821,101
ASK,SBUX,821,21
BID,SBUX,8209,60
ASK,SBUX,8211,9
BID,SBUX,8202,66
ASK,SBUX,8201,89
BID,SBUX,8191,69
ASK,SBUX,8188,46
BID,SBUX,817,87
ASK,SBUX,8171,4
BID,SBUX,8169,47
ASK,SBUX,8167,30
BID,SBUX,8165,3
ASK,SBUX,8162,84
BID,SBUX,8161,35
ASK,SBUX,8166,90
BID,SBUX,815,86
ASK,SBUX,8156,31
BID,SBUX,815,69
ASK,SBUX,8151,52
BID,SBUX,815,2
ASK,SBUX,815,60
BID,SBUX,8148,100
ASK,SBUX,815,95
BID,SBUX,8148,58
ASK,SBUX,8148,15
BID,SBUX,8143,66
ASK,SBUX,8143,42
BID,SBUX,8134,86
ASK,SBUX,8133,32
BID,SBUX,8122,48
ASK,SBUX,8122,16
BID,SBUX,8121,97
ASK,SBUX,8126,33
BID,SBUX,8118,7
ASK,SBUX,8118,42
BID,SBUX,8116,31
ASK,SBUX,8116,99
BID,SBUX,8104,58
ASK,SBUX,8098,80
BID,SBUX,8091,102
ASK,SBUX,8092,76
BID,SBUX,809,68
ASK,SBUX,8088,60
BID,SBUX,8083,12
ASK,SBUX,8078,81
BID,SBUX,8075,9
ASK,SBUX,8073,41
BID,SBUX,807,2
ASK,SBUX,8069,16
BID,SBUX,8068,48
ASK,SBUX,8069,25
BID,SBUX,8067,83
ASK,SBUX,8067,10
BID,SBUX,803,78
ASK,SBUX,8033,97
BID,SBUX,803,12
ASK,SBUX,803,78
BID,SBUX,8026,6
ASK,SBUX,8027,3
BID,SBUX,8025,72
ASK,SBUX,8023,64
BID,SBUX,8022,40
ASK,SBUX,8022,4
BID,SBUX,8021,88
ASK,SBUX,8022,52
BID,SBUX,8021,55
ASK,SBUX,8022,67
BID,SBUX,8021,95
ASK,SBUX,8017,17
BID,SBUX,8003,90
ASK,SBUX,8003,83
BID,SBUX,8001,11
ASK,SBUX,8002,97
BID,SBUX,8001,21
ASK,SBUX,8001,94
BID,SBUX,800,81
ASK,SBUX,7999,95
BID,SBUX,7991,37
ASK,SBUX,7993,68
BID,SBUX,799,16
ASK,SBUX,799,82
BID,SBUX,7979,83
ASK,SBUX,798,79
BID,SBUX,7977,31
ASK,SBUX,7978,94
BID,SBUX,7975,98
ASK,SBUX,7975,41
BID,SBUX,7973,43
ASK,SBUX,7975,90
BID,SBUX,7971,27
ASK,SBUX,7973,24
BID,SBUX,7969,22
ASK,SBUX,7969,26
BID,SBUX,7967,74
ASK,SBUX,7968,96
BID,SBUX,7966,56
ASK,SBUX,7965,47
BID,SBUX,7963,7
ASK,SBUX,7964,78
BID,SBUX,7963,71
ASK,SBUX,7964,68
BID,SBUX,796,82
ASK,SBUX,796,92
BID,SBUX,7952,46
ASK,SBUX,7955,58
BID,SBUX,7951,25
ASK,SBUX,7951,54
BID,SBUX,795,65
ASK,SBUX,7951,34
BID,SBUX,7948,18
ASK,SBUX,7947,4
BID,SBUX,7942,23
ASK,SBUX,7943,75
BID,SBUX,7939,59
ASK,SBUX,7941,8
BID,SBUX,7938,55
ASK,SBUX,7931,53
BID,SBUX,7928,79
ASK,SBUX,7929,82
BID,SBUX,7927,8
ASK,SBUX,7928,28
BID,SBUX,7927,22
ASK,SBUX,7928,52
BID,SBUX,7927,25
ASK,SBUX,793,72
BID,SBUX,7925,54
ASK,SBUX,7926,85
BID,SBUX,7925,69
ASK,SBUX,7926,72
BID,SBUX,7924,61
ASK,SBUX,7924,5
BID,SBUX,7923,95
ASK,SBUX,7924,2
BID,SBUX,7915,76
ASK,SBUX,7916,25
BID,SBUX,7912,16
ASK,SBUX,7906,34
BID,SBUX,7903,85
ASK,SBUX,7901,31
BID,SBUX,790,36
ASK,SBUX,7901,13
BID,SBUX,790,22
ASK,SBUX,7901,45
BID,SBUX,7899,99
ASK,SBUX,7898,26
BID,SBUX,7897,31
ASK,SBUX,7897,64
BID,SBUX,7896,75
ASK,SBUX,7896,77
BID,SBUX,7895,55
ASK,SBUX,7889,58
BID,SBUX,7887,13
ASK,SBUX,7888,46
BID,SBUX,7887,92
ASK,SBUX,7886,21
BID,SBUX,7885,64
ASK,SBUX,7886,70
BID,SBUX,7885,60
ASK,SBUX,7886,5
BID,SBUX,7877,56
ASK,SBUX,7878,66
BID,SBUX,7875,86
ASK,SBUX,7876,82
BID,SBUX,7872,71
ASK,SBUX,7876,77
BID,SBUX,7869,27
ASK,SBUX,787,24
BID,SBUX,7866,46
ASK,SBUX,7864,21
BID,SBUX,786,15
ASK,SBUX,786,98
BID,SBUX,7857,36
ASK,SBUX,7855,73
BID,SBUX,7848,17
ASK,SBUX,7849,85
BID,SBUX,7848,89
ASK,SBUX,7848,12
BID,SBUX,7845,50
ASK,SBUX,7847,96
BID,SBUX,7844,60
ASK,SBUX,7844,21
BID,SBUX,7843,98
ASK,SBUX,7838,58
BID,SBUX,7837,69
ASK,SBUX,7833,4
BID,SBUX,7831,69
ASK,SBUX,7831,33
BID,SBUX,7828,75
ASK,SBUX,7828,83
BID,SBUX,7817,60
ASK,SBUX,782,95
BID,SBUX,7814,7
ASK,SBUX,7813,90
BID,SBUX,7812,45
ASK,SBUX,7809,57
BID,SBUX,7798,47
ASK,SBUX,7798,19
BID,SBUX,7794,5
ASK,SBUX,7794,81
BID,SBUX,7793,87
ASK,SBUX,7792,13
BID,SBUX,7791,57
ASK,SBUX,7792,41
BID,SBUX,7791,73
ASK,SBUX,7792,3
BID,SBUX,779,5
ASK,SBUX,7791,79
BID,SBUX,7787,88
ASK,SBUX,7788,40
BID,SBUX,7786,3
ASK,SBUX,7788,63
BID,SBUX,7786,70
ASK,SBUX,779,50
BID,SBUX,7785,34
ASK,SBUX,7786,37
BID,SBUX,7783,5
ASK,SBUX,778,11
BID,SBUX,7778,22
ASK,SBUX,7777,2
BID,SBUX,7776,78
ASK,SBUX,7777,49
BID,SBUX,7776,65
ASK,SBUX,7777,47
BID,SBUX,7775,86
ASK,SBUX,7775,52
BID,SBUX,7774,35
ASK,SBUX,7774,42
BID,SBUX,7773,74
ASK,SBUX,7772,17
BID,SBUX,7766,53
ASK,SBUX,7764,72
BID,SBUX,7762,43
ASK,SBUX,7763,53
BID,SBUX,7762,97
ASK,SBUX,7763,71
BID,SBUX,7758,72
ASK,SBUX,7757,57
BID,SBUX,775,101
ASK,SBUX,775,89
BID,SBUX,7749,30
ASK,SBUX,7749,67
BID,SBUX,7746,59
ASK,SBUX,7749,94
BID,SBUX,7746,30
ASK,SBUX,7745,24
BID,SBUX,7742,61
ASK,SBUX,7743,50
BID,SBUX,7724,38
ASK,SBUX,7724,49
BID,SBUX,7721,77
ASK,SBUX,7722,8
BID,SBUX,7713,48
ASK,SBUX,7714,91
BID,SBUX,7712,98
ASK,SBUX,7711,7
BID,SBUX,7709,68
ASK,SBUX,7708,52
BID,SBUX,7707,20
ASK,SBUX,771,70
BID,SBUX,7705,39
ASK,SBUX,7706,42
BID,SBUX,7699,66
ASK,SBUX,7697,60
BID,SBUX,7691,32
ASK,SBUX,769,59
BID,SBUX,7688,5
ASK,SBUX,769,26
BID,SBUX,7687,3
ASK,SBUX,7685,46
BID,SBUX,7675,78
ASK,SBUX,7674,32
BID,SBUX,7673,8
ASK,SBUX,7671,70
BID,SBUX,767,98
ASK,SBUX,7671,100
BID,SBUX,7665,93
ASK,SBUX,7667,58
BID,SBUX,7663,70
ASK,SBUX,7659,86
BID,SBUX,7658,60
ASK,SBUX,7656,96
BID,SBUX,7654,31
ASK,SBUX,7654,34
BID,SBUX,7653,66
ASK,SBUX,7652,17
BID,SBUX,7644,88
ASK,SBUX,7646,42
BID,SBUX,7644,79
ASK,SBUX,7643,24
BID,SBUX,764,35
ASK,SBUX,764,76
BID,SBUX,7639,50
ASK,SBUX,7638,50
BID,SBUX,7633,80
ASK,SBUX,7632,39
BID,SBUX,7631,21
ASK,SBUX,7631,38
BID,SBUX,7629,48
ASK,SBUX,7629,71
BID,SBUX,7627,39
ASK,SBUX,7628,5
BID,SBUX,7626,20
ASK,SBUX,7626,79
BID,SBUX,7624,63
ASK,SBUX,7626,8
BID,SBUX,7624,8
ASK,SBUX,7623,52
BID,SBUX,7621,9
ASK,SBUX,762,25
BID,SBUX,7619,79
ASK,SBUX,7619,9
BID,SBUX,7613,92
ASK,SBUX,7613,9
BID,SBUX,7604,97
ASK,SBUX,7605,92
BID,SBUX,7601,67
ASK,SBUX,7601,58
BID,SBUX,7591,16
ASK,SBUX,7593,15
BID,SBUX,759,102
ASK,SBUX,7589,45
BID,SBUX,7588,15
