Type,Symbol,Price,Quantity
BID,MMM,12262,40
ASK,MMM,12264,70
BID,MMM,12248,20
ASK,MMM,12256,80
BID,MMM,12248,58
ASK,MMM,12256,40
BID,MMM,12243,36
ASK,MMM,12246,59
BID,MMM,12242,89
ASK,MMM,12248,41
BID,MMM,1224,75
ASK,MMM,12244,26
BID,MMM,12238,87
ASK,MMM,12238,39
BID,MMM,12236,25
ASK,MMM,12225,22
BID,MMM,12224,90
ASK,MMM,12224,58
BID,MMM,12223,15
ASK,MMM,12223,43
BID,MMM,12206,96
ASK,MMM,12206,12
BID,MMM,12199,66
ASK,MMM,12202,52
BID,MMM,12195,95
ASK,MMM,12195,66
BID,MMM,12194,59
ASK,MMM,12192,99
BID,MMM,12191,66
ASK,MMM,12193,10
BID,MMM,12183,1
ASK,MMM,12184,33
BID,MMM,12182,32
ASK,MMM,12182,42
BID,MMM,12167,48
ASK,MMM,12167,29
BID,MMM,12166,3
ASK,MMM,12158,29
BID,MMM,12157,21
ASK,MMM,12157,99
BID,MMM,1215,86
ASK,MMM,12147,8
BID,MMM,12139,25
ASK,MMM,1214,33
BID,MMM,12138,10
ASK,MMM,12142,78
BID,MMM,12108,87
ASK,MMM,1211,67
BID,MMM,12104,81
ASK,MMM,12101,49
BID,MMM,12101,84
ASK,MMM,12103,12
BID,MMM,12078,83
ASK,MMM,12075,60
BID,MMM,1207,22
ASK,MMM,12073,72
BID,MMM,12066,32
ASK,MMM,12068,26
BID,MMM,12065,75
ASK,MMM,12065,29
BID,MMM,12059,66
ASK,MMM,12066,4
BID,MMM,12059,65
ASK,MMM,12058,31
BID,MMM,12057,50
ASK,MMM,1206,23
BID,MMM,12054,14
ASK,MMM,12048,55
BID,MMM,12047,36
ASK,MMM,12055,68
BID,MMM,12034,53
ASK,MMM,12034,37
BID,MMM,12033,74
ASK,MMM,1203,82
BID,MMM,12022,76
ASK,MMM,12011,72
BID,MMM,1201,4
ASK,MMM,12009,84
BID,MMM,12006,3
ASK,MMM,12007,4
BID,MMM,11996,29
ASK,MMM,11997,49
BID,MMM,11996,68
ASK,MMM,11996,83
BID,MMM,11985,91
ASK,MMM,11985,102
BID,MMM,11984,30
ASK,MMM,11983,34
BID,MMM,11978,22
ASK,MMM,11979,52
BID,MMM,11938,39
ASK,MMM,11943,17
BID,MMM,11863,52
ASK,MMM,11852,62
BID,MMM,1185,32
ASK,MMM,11849,45
BID,MMM,11845,39
ASK,MMM,11846,102
BID,MMM,11845,44
ASK,MMM,11842,77
BID,MMM,11841,87
ASK,MMM,11842,49
BID,MMM,1183,73
ASK,MMM,11836,41
BID,MMM,1180,92
ASK,MMM,11798,35
BID,MMM,11785,34
ASK,MMM,11785,87
BID,MMM,11764,101
ASK,MMM,11768,40
BID,MMM,11747,90
ASK,MMM,11753,47
BID,MMM,11732,60
ASK,MMM,1173,10
BID,MMM,11617,83
ASK,MMM,1161,76
BID,MMM,1159,34
ASK,MMM,11594,50
BID,MMM,11531,18
ASK,MMM,1153,81
BID,MMM,11512,78
ASK,MMM,11516,5
BID,MMM,11505,50
ASK,MMM,11508,92
BID,MMM,11501,45
ASK,MMM,11514,27
BID,MMM,11499,56
ASK,MMM,11499,37
BID,MMM,11414,42
ASK,MMM,1143,37
BID,MMM,11408,97
ASK,MMM,11406,11
BID,MMM,11387,15
ASK,MMM,11387,36
BID,MMM,1138,96
ASK,MMM,11371,61
BID,MMM,1137,22
ASK,MMM,11374,93
BID,MMM,11312,67
ASK,MMM,11314,25
BID,MMM,11248,95
ASK,MMM,11248,60
BID,MMM,11236,92
ASK,MMM,11234,42
BID,MMM,11231,12
ASK,MMM,11234,52
BID,MMM,11216,34
ASK,MMM,11216,96
BID,MMM,11214,41
ASK,MMM,11216,36
BID,MMM,1120,35
ASK,MMM,11199,33
BID,MMM,11187,93
ASK,MMM,11187,44
BID,MMM,1117,8
ASK,MMM,11169,44
BID,MMM,11135,46
ASK,MMM,11139,30
BID,MMM,11133,26
ASK,MMM,11138,100
BID,MMM,11124,8
ASK,MMM,11126,45
BID,MMM,11121,15
ASK,MMM,11122,44
BID,MMM,11107,67
ASK,MMM,11106,56
BID,MMM,11091,49
ASK,MMM,1110,30
BID,MMM,11046,67
ASK,MMM,11044,87
BID,MMM,10998,72
ASK,MMM,10998,102
BID,MMM,10969,81
ASK,MMM,10969,72
BID,MMM,10962,51
ASK,MMM,10953,48
BID,MMM,10953,13
ASK,MMM,10951,56
BID,MMM,1095,59
ASK,MMM,10951,56
BID,MMM,10902,51
ASK,MMM,10902,71
BID,MMM,10899,6
ASK,MMM,10898,52
BID,MMM,10889,28
ASK,MMM,1089,21
BID,MMM,10889,22
ASK,MMM,10883,26
BID,MMM,10874,86
ASK,MMM,10872,4
BID,MMM,10872,62
ASK,MMM,10872,91
BID,MMM,10871,51
ASK,MMM,10871,62
BID,MMM,10856,88
ASK,MMM,10856,11
BID,MMM,10855,37
ASK,MMM,10856,88
BID,MMM,10852,13
ASK,MMM,10854,70
BID,MMM,10851,2
ASK,MMM,10843,27
BID,MMM,10832,94
ASK,MMM,10829,6
BID,MMM,10828,95
ASK,MMM,10829,47
BID,MMM,10828,67
ASK,MMM,10829,89
BID,MMM,10814,90
ASK,MMM,10815,97
BID,MMM,10809,77
ASK,MMM,10805,12
BID,MMM,10796,38
ASK,MMM,10795,20
BID,MMM,10795,54
ASK,MMM,10794,65
BID,MMM,10791,26
ASK,MMM,10793,72
BID,MMM,10789,97
ASK,MMM,10787,5
BID,MMM,10786,89
ASK,MMM,1079,10
BID,MMM,10776,85
ASK,MMM,10778,36
BID,MMM,10767,96
ASK,MMM,10763,66
BID,MMM,10762,35
ASK,MMM,10762,9
BID,MMM,10752,25
ASK,MMM,10751,7
BID,MMM,10747,8
ASK,MMM,10744,25
BID,MMM,10743,21
ASK,MMM,10744,35
BID,MMM,10729,43
ASK,MMM,10729,10
BID,MMM,10723,23
ASK,MMM,10724,30
BID,MMM,10713,29
ASK,MMM,10714,7
BID,MMM,10702,68
ASK,MMM,10704,49
BID,MMM,10702,102
ASK,MMM,10704,33
BID,MMM,10673,68
ASK,MMM,10674,27
BID,MMM,10646,33
ASK,MMM,10645,59
BID,MMM,10639,76
ASK,MMM,10631,55
BID,MMM,10615,82
ASK,MMM,10617,44
BID,MMM,10603,1
ASK,MMM,10605,47
BID,MMM,10601,80
ASK,MMM,10601,98
BID,MMM,10601,73
ASK,MMM,10601,48
BID,MMM,10596,77
ASK,MMM,10592,25
BID,MMM,10584,4
ASK,MMM,10585,62
BID,MMM,10583,35
ASK,MMM,10584,74
BID,MMM,10577,76
ASK,MMM,10576,66
BID,MMM,10559,97
ASK,MMM,10561,63
BID,MMM,10543,29
ASK,MMM,10544,13
BID,MMM,1054,48
ASK,MMM,1054,10
BID,MMM,10536,41
ASK,MMM,10536,84
BID,MMM,10531,38
ASK,MMM,1053,36
BID,MMM,10529,80
ASK,MMM,1053,82
BID,MMM,10527,16
ASK,MMM,10529,12
BID,MMM,10523,3
ASK,MMM,10523,90
BID,MMM,10521,37
ASK,MMM,1052,101
BID,MMM,10515,66
ASK,MMM,10514,6
BID,MMM,10504,20
ASK,MMM,10504,86
BID,MMM,10494,17
ASK,MMM,10494,92
BID,MMM,10488,35
ASK,MMM,10488,46
BID,MMM,10482,3
ASK,MMM,10484,37
BID,MMM,10475,56
ASK,MMM,10475,52
BID,MMM,10474,78
ASK,MMM,10473,32
BID,MMM,10468,52
ASK,MMM,10466,19
BID,MMM,10462,8
ASK,MMM,10462,66
BID,MMM,10443,45
ASK,MMM,10443,36
BID,MMM,10443,34
ASK,MMM,10442,102
BID,MMM,10441,44
ASK,MMM,10442,26
BID,MMM,10427,55
ASK,MMM,10428,68
BID,MMM,10422,54
ASK,MMM,10424,1
BID,MMM,10421,25
ASK,MMM,10421,72
BID,MMM,10411,88
ASK,MMM,10412,89
BID,MMM,10411,48
ASK,MMM,10409,45
BID,MMM,10401,91
ASK,MMM,10401,52
BID,MMM,10397,93
ASK,MMM,10399,21
BID,MMM,10394,52
ASK,MMM,10391,19
BID,MMM,1039,25
ASK,MMM,10392,67
BID,MMM,10359,11
ASK,MMM,10357,37
BID,MMM,10341,84
ASK,MMM,10341,16
BID,MMM,10331,86
ASK,MMM,10332,90
BID,MMM,10328,24
ASK,MMM,10327,91
BID,MMM,10322,98
ASK,MMM,10322,10
BID,MMM,10321,59
ASK,MMM,10323,94
BID,MMM,1032,65
ASK,MMM,10319,100
BID,MMM,10318,62
ASK,MMM,10319,10
BID,MMM,1030,87
ASK,MMM,10299,93
BID,MMM,10294,101
ASK,MMM,10293,64
BID,MMM,1028,35
ASK,MMM,1028,9
BID,MMM,1028,66
ASK,MMM,10278,44
BID,MMM,10274,13
ASK,MMM,10279,27
BID,MMM,10272,48
ASK,MMM,10273,47
BID,MMM,10268,27
ASK,MMM,10267,22
BID,MMM,10262,73
ASK,MMM,10262,87
BID,MMM,10261,16
ASK,MMM,10258,30
BID,MMM,10253,16
ASK,MMM,10252,88
BID,MMM,10238,64
ASK,MMM,10239,15
BID,MMM,10238,26
ASK,MMM,10235,98
BID,MMM,10229,74
ASK,MMM,10229,69
BID,MMM,10224,66
ASK,MMM,10222,60
BID,MMM,10208,51
ASK,MMM,10209,94
BID,MMM,10207,86
ASK,MMM,10204,35
BID,MMM,10172,27
ASK,MMM,10173,100
BID,MMM,10171,9
ASK,MMM,10173,67
BID,MMM,1017,40
ASK,MMM,10169,37
BID,MMM,10167,91
ASK,MMM,10167,26
BID,MMM,10165,59
ASK,MMM,10168,99
BID,MMM,10164,73
ASK,MMM,10168,95
BID,MMM,10163,32
ASK,MMM,10163,71
BID,MMM,10163,91
ASK,MMM,10164,18
BID,MMM,10162,66
ASK,MMM,10163,94
BID,MMM,10155,81
ASK,MMM,10154,70
BID,MMM,10151,32
ASK,MMM,10151,46
BID,MMM,10145,80
ASK,MMM,10145,91
BID,MMM,10136,81
ASK,MMM,10135,67
BID,MMM,10133,22
ASK,MMM,10133,27
BID,MMM,10125,23
ASK,MMM,10125,77
BID,MMM,10122,18
ASK,MMM,10122,11
BID,MMM,10112,97
ASK,MMM,10111,91
BID,MMM,10105,85
ASK,MMM,10102,73
BID,MMM,10093,85
ASK,MMM,10093,101
BID,MMM,10087,9
ASK,MMM,10087,20
BID,MMM,10086,65
ASK,MMM,10088,17
BID,MMM,10081,70
ASK,MMM,10082,65
BID,MMM,1008,23
ASK,MMM,10082,48
BID,MMM,1008,6
ASK,MMM,10081,7
BID,MMM,1008,24
ASK,MMM,10081,37
BID,MMM,10071,37
ASK,MMM,10071,90
BID,MMM,10067,63
ASK,MMM,10067,3
BID,MMM,10062,94
ASK,MMM,10062,76
BID,MMM,10061,48
ASK,MMM,10059,49
BID,MMM,10058,91
ASK,MMM,10058,80
BID,MMM,10052,24
ASK,MMM,10052,23
BID,MMM,10051,99
ASK,MMM,10045,22
BID,MMM,10045,58
ASK,MMM,10045,90
BID,MMM,10028,97
ASK,MMM,10028,50
BID,MMM,10026,78
ASK,MMM,10028,19
BID,MMM,10025,96
ASK,MMM,10013,12
BID,MMM,10009,89
ASK,MMM,10007,56
BID,MMM,9979,9
ASK,MMM,9982,77
BID,MMM,9974,48
ASK,MMM,9974,102
BID,MMM,9974,25
ASK,MMM,9972,82
BID,MMM,9969,50
ASK,MMM,9969,100
BID,MMM,9967,71
ASK,MMM,9969,7
BID,MMM,9967,40
ASK,MMM,9964,76
BID,MMM,9953,66
ASK,MMM,9953,55
BID,MMM,9911,36
ASK,MMM,991,18
BID,MMM,9908,31
ASK,MMM,9908,48
BID,MMM,9902,83
ASK,MMM,9903,26
BID,MMM,9899,45
ASK,MMM,9899,91
BID,MMM,9895,70
ASK,MMM,9895,44
BID,MMM,989,88
ASK,MMM,9892,9
BID,MMM,9868,84
ASK,MMM,9868,97
BID,MMM,9861,65
ASK,MMM,9861,77
BID,MMM,9855,21
ASK,MMM,9857,55
BID,MMM,984,50
ASK,MMM,984,75
BID,MMM,9825,34
ASK,MMM,9825,79
BID,MMM,9824,13
ASK,MMM,9824,3
BID,MMM,9823,35
ASK,MMM,9823,14
BID,MMM,9822,59
ASK,MMM,982,75
BID,MMM,9774,82
ASK,MMM,9775,22
BID,MMM,9769,25
ASK,MMM,9768,5
BID,MMM,9761,94
ASK,MMM,9762,32
BID,MMM,9753,81
ASK,MMM,9752,49
BID,MMM,9751,86
ASK,MMM,975,87
BID,MMM,9743,12
ASK,MMM,9742,59
BID,MMM,9741,26
ASK,MMM,9745,32
BID,MMM,974,41
ASK,MMM,974,31
BID,MMM,9735,78
ASK,MMM,9734,45
BID,MMM,9733,96
ASK,MMM,9732,24
BID,MMM,9718,2
ASK,MMM,9716,79
BID,MMM,9696,86
ASK,MMM,9697,17
BID,MMM,9691,28
ASK,MMM,969,4
BID,MMM,9683,51
ASK,MMM,9685,24
BID,MMM,9667,42
ASK,MMM,9664,56
BID,MMM,9661,20
ASK,MMM,9661,26
BID,MMM,9651,31
ASK,MMM,9652,42
BID,MMM,964,81
ASK,MMM,964,102
BID,MMM,9638,20
ASK,MMM,9636,81
BID,MMM,9635,79
ASK,MMM,9636,68
BID,MMM,9635,31
ASK,MMM,9635,96
BID,MMM,9634,99
ASK,MMM,9634,83
BID,MMM,9619,44
ASK,MMM,9619,87
BID,MMM,9618,33
ASK,MMM,9615,40
BID,MMM,9601,76
ASK,MMM,9602,62
BID,MMM,9597,54
ASK,MMM,9597,17
BID,MMM,9558,34
ASK,MMM,9557,97
BID,MMM,9555,63
ASK,MMM,9553,6
BID,MMM,9552,19
ASK,MMM,9551,37
BID,MMM,955,93
ASK,MMM,9552,47
BID,MMM,9549,43
ASK,MMM,955,41
BID,MMM,9541,21
ASK,MMM,9541,53
BID,MMM,9523,13
ASK,MMM,9523,96
BID,MMM,9522,46
ASK,MMM,9522,41
BID,MMM,9511,42
ASK,MMM,9506,21
BID,MMM,9493,23
ASK,MMM,9495,43
BID,MMM,9469,94
ASK,MMM,9464,96
BID,MMM,9457,17
ASK,MMM,9461,45
BID,MMM,9457,5
ASK,MMM,9455,45
BID,MMM,9452,55
ASK,MMM,9453,9
BID,MMM,9448,47
ASK,MMM,9449,18
BID,MMM,9448,1
ASK,MMM,9449,71
BID,MMM,9443,24
ASK,MMM,9444,46
BID,MMM,9443,73
ASK,MMM,9443,102
BID,MMM,9425,2
ASK,MMM,9423,48
BID,MMM,9416,101
ASK,MMM,9416,1
BID,MMM,9409,68
ASK,MMM,9405,40
BID,MMM,9403,12
ASK,MMM,9403,38
BID,MMM,9386,32
ASK,MMM,939,3
BID,MMM,9363,90
ASK,MMM,9364,56
BID,MMM,9353,39
ASK,MMM,9353,88
BID,MMM,9323,44
ASK,MMM,9321,72
BID,MMM,9318,64
ASK,MMM,9318,47
BID,MMM,9316,46
ASK,MMM,9317,27
BID,MMM,9303,12
ASK,MMM,9303,99
BID,MMM,9297,29
ASK,MMM,9297,90
BID,MMM,9296,79
ASK,MMM,9296,46
BID,MMM,9293,44
ASK,MMM,9292,80
BID,MMM,9286,15
ASK,MMM,9287,79
BID,MMM,9262,58
ASK,MMM,9262,42
BID,MMM,926,94
ASK,MMM,926,43
BID,MMM,9258,21
ASK,MMM,9259,8
BID,MMM,9245,35
ASK,MMM,925,76
BID,MMM,9243,94
ASK,MMM,9244,7
BID,MMM,9236,50
ASK,MMM,9236,24
BID,MMM,9221,69
ASK,MMM,9218,53
BID,MMM,9215,20
ASK,MMM,9217,6
BID,MMM,9199,17
ASK,MMM,9199,56
BID,MMM,9199,17
ASK,MMM,9198,23
BID,MMM,9195,41
ASK,MMM,9197,9
BID,MMM,9194,75
ASK,MMM,9194,100
BID,MMM,9192,88
ASK,MMM,9189,23
BID,MMM,9184,100
ASK,MMM,9183,57
BID,MMM,9183,101
ASK,MMM,9183,75
BID,MMM,9172,84
ASK,MMM,9172,7
BID,MMM,9148,69
ASK,MMM,9147,58
BID,MMM,9144,26
ASK,MMM,9143,41
BID,MMM,9142,6
ASK,MMM,914,25
BID,MMM,9138,37
ASK,MMM,914,49
BID,MMM,9138,26
ASK,MMM,9135,14
BID,MMM,9134,51
ASK,MMM,9133,98
BID,MMM,913,17
ASK,MMM,913,71
BID,MMM,9121,36
ASK,MMM,912,15
BID,MMM,9112,96
ASK,MMM,9109,27
BID,MMM,9108,90
ASK,MMM,9109,85
BID,MMM,9108,40
ASK,MMM,9108,82
BID,MMM,9105,72
ASK,MMM,9106,68
BID,MMM,9105,8
ASK,MMM,9104,63
BID,MMM,9103,50
ASK,MMM,9103,4
BID,MMM,9102,61
ASK,MMM,9103,1
BID,MMM,9102,41
ASK,MMM,9105,20
BID,MMM,910,42
ASK,MMM,910,3
BID,MMM,9093,58
ASK,MMM,9093,31
BID,MMM,9092,88
ASK,MMM,9096,29
BID,MMM,9079,21
ASK,MMM,9079,25
BID,MMM,9068,70
ASK,MMM,9068,79
BID,MMM,9054,12
ASK,MMM,9053,74
BID,MMM,9052,13
ASK,MMM,9054,14
BID,MMM,9052,15
ASK,MMM,9055,21
BID,MMM,9049,31
ASK,MMM,9051,33
BID,MMM,9039,15
ASK,MMM,9039,77
BID,MMM,9038,94
ASK,MMM,9039,50
BID,MMM,9038,27
ASK,MMM,9039,40
BID,MMM,9038,33
ASK,MMM,904,95
BID,MMM,9037,54
ASK,MMM,9032,44
BID,MMM,9031,81
ASK,MMM,9024,55
BID,MMM,9019,43
ASK,MMM,902,96
BID,MMM,9013,53
ASK,MMM,9013,41
BID,MMM,9012,61
ASK,MMM,9015,52
BID,MMM,9012,55
ASK,MMM,9014,56
BID,MMM,9011,98
ASK,MMM,901,75
BID,MMM,900,17
ASK,MMM,900,73
BID,MMM,899,37
ASK,MMM,8994,33
BID,MMM,8964,51
ASK,MMM,8962,79
BID,MMM,896,76
ASK,MMM,896,12
BID,MMM,8959,35
ASK,MMM,896,41
BID,MMM,8957,30
ASK,MMM,8954,65
BID,MMM,8947,95
ASK,MMM,8948,29
BID,MMM,8944,3
ASK,MMM,8942,92
BID,MMM,8941,102
ASK,MMM,8942,20
BID,MMM,8934,101
ASK,MMM,8934,1
BID,MMM,8934,75
ASK,MMM,8934,85
BID,MMM,8929,83
ASK,MMM,8928,87
BID,MMM,8927,85
ASK,MMM,8928,26
BID,MMM,8923,4
ASK,MMM,8919,27
BID,MMM,8899,88
ASK,MMM,8899,37
BID,MMM,8896,38
ASK,MMM,8896,74
BID,MMM,8891,1
ASK,MMM,889,23
BID,MMM,8889,93
ASK,MMM,889,30
BID,MMM,8887,71
ASK,MMM,8886,38
BID,MMM,8885,47
ASK,MMM,8885,15
BID,MMM,8882,39
ASK,MMM,8883,23
BID,MMM,8882,76
ASK,MMM,8882,91
BID,MMM,8877,55
ASK,MMM,8877,81
BID,MMM,8871,99
ASK,MMM,8872,12
BID,MMM,8871,10
ASK,MMM,8871,87
BID,MMM,8865,7
ASK,MMM,8866,98
BID,MMM,8865,4
ASK,MMM,8866,101
BID,MMM,8861,45
ASK,MMM,886,35
BID,MMM,885,35
ASK,MMM,8852,34
BID,MMM,8849,65
ASK,MMM,8849,52
BID,MMM,8843,58
ASK,MMM,8842,46
BID,MMM,8827,66
ASK,MMM,8827,10
BID,MMM,8825,16
ASK,MMM,8826,39
BID,MMM,8823,41
ASK,MMM,8823,97
BID,MMM,8822,54
ASK,MMM,8821,17
BID,MMM,8807,9
ASK,MMM,8808,13
BID,MMM,880,11
ASK,MMM,880,6
BID,MMM,8798,14
ASK,MMM,8801,100
BID,MMM,8786,71
ASK,MMM,8786,97
BID,MMM,8784,3
ASK,MMM,8786,62
BID,MMM,8781,54
ASK,MMM,8781,101
BID,MMM,8771,16
ASK,MMM,8767,43
BID,MMM,8759,38
ASK,MMM,876,66
BID,MMM,8759,87
ASK,MMM,876,46
BID,MMM,875,42
ASK,MMM,8748,36
BID,MMM,8744,40
ASK,MMM,8745,82
BID,MMM,8743,77
ASK,MMM,8742,99
BID,MMM,874,85
ASK,MMM,874,37
BID,MMM,874,60
ASK,MMM,874,52
BID,MMM,874,34
ASK,MMM,874,87
BID,MMM,8738,65
ASK,MMM,8736,27
BID,MMM,8733,69
ASK,MMM,8735,35
BID,MMM,8733,71
ASK,MMM,8732,13
BID,MMM,8727,98
ASK,MMM,8727,15
BID,MMM,8724,102
ASK,MMM,8725,85
BID,MMM,8723,79
ASK,MMM,8722,70
BID,MMM,8721,12
ASK,MMM,8721,83
BID,MMM,872,9
ASK,MMM,872,32
BID,MMM,8718,77
ASK,MMM,8717,37
BID,MMM,8716,60
ASK,MMM,8715,40
BID,MMM,8712,11
ASK,MMM,8713,62
BID,MMM,8708,84
ASK,MMM,8707,40
BID,MMM,8703,40
ASK,MMM,8704,62
BID,MMM,8703,5
ASK,MMM,8702,67
BID,MMM,8701,28
ASK,MMM,8701,57
BID,MMM,8687,56
ASK,MMM,8687,55
BID,MMM,8683,16
ASK,MMM,8682,57
BID,MMM,867,13
ASK,MMM,8671,44
BID,MMM,8668,76
ASK,MMM,8671,93
BID,MMM,8653,10
ASK,MMM,8653,24
BID,MMM,8653,2
ASK,MMM,865,7
BID,MMM,8648,94
ASK,MMM,8648,66
BID,MMM,8647,101
ASK,MMM,8647,48
BID,MMM,8641,82
ASK,MMM,8642,23
BID,MMM,8638,85
ASK,MMM,8639,34
BID,MMM,8637,88
ASK,MMM,8638,85
BID,MMM,8632,28
ASK,MMM,8628,63
BID,MMM,8626,41
ASK,MMM,8626,26
BID,MMM,8625,4
ASK,MMM,8626,30
BID,MMM,8614,55
ASK,MMM,8614,57
BID,MMM,8613,91
ASK,MMM,8612,79
BID,MMM,8612,68
ASK,MMM,8611,61
BID,MMM,8606,48
ASK,MMM,8607,33
BID,MMM,8598,99
ASK,MMM,860,84
BID,MMM,8597,62
ASK,MMM,8597,26
BID,MMM,8597,36
ASK,MMM,8597,79
BID,MMM,8596,72
ASK,MMM,8599,32
BID,MMM,8593,52
ASK,MMM,8593,76
BID,MMM,8592,9
ASK,MMM,8593,76
BID,MMM,8592,72
ASK,MMM,8592,66
BID,MMM,859,48
ASK,MMM,8591,98
BID,MMM,8581,89
ASK,MMM,8583,49
BID,MMM,8581,90
ASK,MMM,8577,23
BID,MMM,8572,67
ASK,MMM,8571,75
BID,MMM,8558,101
ASK,MMM,8558,69
BID,MMM,8557,74
ASK,MMM,8556,5
BID,MMM,8556,16
ASK,MMM,8556,80
BID,MMM,8553,54
ASK,MMM,8553,67
BID,MMM,8552,52
ASK,MMM,8553,91
BID,MMM,8551,100
ASK,MMM,8551,77
BID,MMM,8528,20
ASK,MMM,8528,17
BID,MMM,8523,46
ASK,MMM,8522,19
BID,MMM,8516,17
ASK,MMM,8515,26
BID,MMM,8509,20
ASK,MMM,851,97
BID,MMM,8508,75
ASK,MMM,8509,98
BID,MMM,8505,24
ASK,MMM,8505,18
BID,MMM,8504,64
ASK,MMM,8505,6
BID,MMM,8502,74
ASK,MMM,8502,25
BID,MMM,8499,65
ASK,MMM,8499,74
BID,MMM,8493,16
ASK,MMM,8493,6
BID,MMM,8492,8
ASK,MMM,8493,11
BID,MMM,8486,66
ASK,MMM,8487,82
BID,MMM,8485,89
ASK,MMM,8485,5
BID,MMM,8484,21
ASK,MMM,8485,42
BID,MMM,8469,54
ASK,MMM,8469,58
BID,MMM,8458,40
ASK,MMM,8459,83
BID,MMM,8458,82
ASK,MMM,8459,54
BID,MMM,8457,78
ASK,MMM,8459,33
BID,MMM,8456,100
ASK,MMM,8459,68
BID,MMM,8452,90
ASK,MMM,8454,1
BID,MMM,8451,9
ASK,MMM,845,28
BID,MMM,8448,45
ASK,MMM,8449,17
BID,MMM,8447,60
ASK,MMM,845,98
BID,MMM,8446,58
ASK,MMM,8444,23
BID,MMM,8436,94
ASK,MMM,8436,75
BID,MMM,8427,37
ASK,MMM,8428,28
BID,MMM,8427,14
ASK,MMM,8427,41
BID,MMM,8426,99
ASK,MMM,8426,35
BID,MMM,8424,79
ASK,MMM,8424,48
BID,MMM,8422,63
ASK,MMM,8423,67
BID,MMM,8422,18
ASK,MMM,8421,43
BID,MMM,8405,59
ASK,MMM,8404,69
BID,MMM,8396,73
ASK,MMM,8397,6
BID,MMM,8396,72
ASK,MMM,8398,15
BID,MMM,8383,18
ASK,MMM,8383,36
BID,MMM,8381,48
ASK,MMM,8382,18
BID,MMM,8376,72
ASK,MMM,8377,41
BID,MMM,8369,87
ASK,MMM,8369,33
BID,MMM,8366,38
ASK,MMM,8364,41
BID,MMM,8354,83
ASK,MMM,8352,84
BID,MMM,8349,27
ASK,MMM,8347,97
BID,MMM,8333,2
ASK,MMM,8333,37
BID,MMM,8332,33
ASK,MMM,8333,89
BID,MMM,8298,66
ASK,MMM,8296,74
BID,MMM,8294,85
ASK,MMM,8295,77
BID,MMM,8285,42
ASK,MMM,8283,43
BID,MMM,8281,73
ASK,MMM,8281,36
BID,MMM,8278,60
ASK,MMM,8277,38
BID,MMM,8275,58
ASK,MMM,8274,68
BID,MMM,8254,12
ASK,MMM,8255,89
BID,MMM,8251,12
ASK,MMM,8247,90
BID,MMM,8246,55
ASK,MMM,8244,2
BID,MMM,8237,94
ASK,MMM,8238,56
BID,MMM,8236,30
ASK,MMM,8236,35
BID,MMM,8235,49
ASK,MMM,8235,73
BID,MMM,8235,1
ASK,MMM,8235,67
BID,MMM,8217,3
ASK,MMM,8218,29
BID,MMM,8216,17
ASK,MMM,8215,98
BID,MMM,8194,14
ASK,MMM,8194,53
