Type,Symbol,Price,Quantity
ASK,AAPL,14733,21
BID,AAPL,14715,70
ASK,AAPL,14715,32
BID,AAPL,1471,94
ASK,AAPL,14713,90
BID,AAPL,14709,99
ASK,AAPL,14706,87
BID,AAPL,14705,47
ASK,AAPL,14704,4
BID,AAPL,14696,44
ASK,AAPL,14695,36
BID,AAPL,14692,56
ASK,AAPL,14694,7
BID,AAPL,1468,90
ASK,AAPL,1468,86
BID,AAPL,14679,38
ASK,AAPL,14681,30
BID,AAPL,14678,82
ASK,AAPL,14681,8
BID,AAPL,14677,27
ASK,AAPL,14675,32
BID,AAPL,14673,29
ASK,AAPL,14672,43
BID,AAPL,14668,46
ASK,AAPL,1467,102
BID,AAPL,14662,81
ASK,AAPL,14662,3
BID,AAPL,1466,27
ASK,AAPL,14661,37
BID,AAPL,14656,69
ASK,AAPL,14655,92
BID,AAPL,14642,80
ASK,AAPL,14642,75
BID,AAPL,14641,66
ASK,AAPL,14639,32
BID,AAPL,14636,8
ASK,AAPL,14637,68
BID,AAPL,14635,87
ASK,AAPL,14635,41
BID,AAPL,14624,22
ASK,AAPL,14617,91
BID,AAPL,14616,6
ASK,AAPL,14615,11
BID,AAPL,14614,35
ASK,AAPL,14614,66
BID,AAPL,14611,84
ASK,AAPL,14614,51
BID,AAPL,14609,68
ASK,AAPL,14609,47
BID,AAPL,14608,37
ASK,AAPL,14607,34
BID,AAPL,1460,8
ASK,AAPL,14603,32
BID,AAPL,14594,13
ASK,AAPL,14595,17
BID,AAPL,14592,31
ASK,AAPL,14595,29
BID,AAPL,14591,67
ASK,AAPL,1459,80
BID,AAPL,14588,24
ASK,AAPL,14589,91
BID,AAPL,14587,93
ASK,AAPL,14593,97
BID,AAPL,14586,39
ASK,AAPL,14583,45
BID,AAPL,1457,40
ASK,AAPL,1457,19
BID,AAPL,14568,22
ASK,AAPL,14563,18
BID,AAPL,14561,48
ASK,AAPL,14562,40
BID,AAPL,14555,63
ASK,AAPL,14556,9
BID,AAPL,14554,67
ASK,AAPL,14552,29
BID,AAPL,14551,72
ASK,AAPL,1455,63
BID,AAPL,14549,29
ASK,AAPL,14549,31
BID,AAPL,14547,5
ASK,AAPL,14546,4
BID,AAPL,14539,90
ASK,AAPL,1454,33
BID,AAPL,14539,33
ASK,AAPL,1454,51
BID,AAPL,14538,84
ASK,AAPL,14539,72
BID,AAPL,14536,83
ASK,AAPL,14534,79
BID,AAPL,14508,51
ASK,AAPL,14511,10
BID,AAPL,14506,64
ASK,AAPL,14501,15
BID,AAPL,1450,8
ASK,AAPL,14499,40
BID,AAPL,14498,58
ASK,AAPL,1450,98
BID,AAPL,14494,34
ASK,AAPL,14491,14
BID,AAPL,14484,77
ASK,AAPL,14484,91
BID,AAPL,14468,8
ASK,AAPL,1446,30
BID,AAPL,14453,87
ASK,AAPL,14451,13
BID,AAPL,1445,65
ASK,AAPL,1445,35
BID,AAPL,1443,28
ASK,AAPL,1443,63
BID,AAPL,14422,56
ASK,AAPL,14423,33
BID,AAPL,14395,63
ASK,AAPL,14394,5
BID,AAPL,14391,66
ASK,AAPL,14391,37
BID,AAPL,14388,30
ASK,AAPL,1438,102
BID,AAPL,14377,5
ASK,AAPL,14376,49
BID,AAPL,14375,82
ASK,AAPL,14375,83
BID,AAPL,14341,86
ASK,AAPL,14341,78
BID,AAPL,14339,20
ASK,AAPL,14333,73
BID,AAPL,14332,68
ASK,AAPL,14332,81
BID,AAPL,14331,37
ASK,AAPL,14329,25
BID,AAPL,14323,45
ASK,AAPL,14323,89
BID,AAPL,1432,20
ASK,AAPL,14319,6
BID,AAPL,14318,56
ASK,AAPL,14315,102
BID,AAPL,14314,67
ASK,AAPL,14304,90
BID,AAPL,14301,68
ASK,AAPL,14302,77
BID,AAPL,14299,18
ASK,AAPL,1430,65
BID,AAPL,14297,102
ASK,AAPL,14296,67
BID,AAPL,14294,22
ASK,AAPL,14294,30
BID,AAPL,14291,102
ASK,AAPL,14294,34
BID,AAPL,14289,57
ASK,AAPL,1429,11
BID,AAPL,14288,82
ASK,AAPL,14287,60
BID,AAPL,14284,55
ASK,AAPL,14281,86
BID,AAPL,14273,46
ASK,AAPL,14267,62
BID,AAPL,14263,78
ASK,AAPL,14261,46
BID,AAPL,14259,96
ASK,AAPL,1426,18
BID,AAPL,14258,40
ASK,AAPL,14259,48
BID,AAPL,14255,29
ASK,AAPL,14253,37
BID,AAPL,14252,2
ASK,AAPL,14253,91
BID,AAPL,1425,93
ASK,AAPL,14265,15
BID,AAPL,14247,26
ASK,AAPL,14245,26
BID,AAPL,14244,77
ASK,AAPL,14258,82
BID,AAPL,14241,30
ASK,AAPL,14241,45
BID,AAPL,1422,32
ASK,AAPL,1422,17
BID,AAPL,14209,83
ASK,AAPL,14202,48
BID,AAPL,14201,101
ASK,AAPL,14198,15
BID,AAPL,14192,75
ASK,AAPL,14193,102
BID,AAPL,14187,79
ASK,AAPL,14187,38
BID,AAPL,14185,97
ASK,AAPL,14183,2
BID,AAPL,14172,10
ASK,AAPL,14172,4
BID,AAPL,14161,34
ASK,AAPL,1416,71
BID,AAPL,14146,59
ASK,AAPL,14146,20
BID,AAPL,14133,54
ASK,AAPL,14135,7
BID,AAPL,14128,25
ASK,AAPL,14116,51
BID,AAPL,14115,93
ASK,AAPL,14111,42
BID,AAPL,1411,85
ASK,AAPL,1411,3
BID,AAPL,14099,67
ASK,AAPL,14097,57
BID,AAPL,14095,58
ASK,AAPL,14094,98
BID,AAPL,14083,26
ASK,AAPL,14083,58
BID,AAPL,14079,35
ASK,AAPL,14071,57
BID,AAPL,1407,22
ASK,AAPL,1405,64
BID,AAPL,14039,2
ASK,AAPL,1404,19
BID,AAPL,14018,7
ASK,AAPL,14014,42
BID,AAPL,13994,24
ASK,AAPL,13996,80
BID,AAPL,13992,44
ASK,AAPL,13996,67
BID,AAPL,13951,53
ASK,AAPL,13951,9
BID,AAPL,13925,54
ASK,AAPL,13926,102
BID,AAPL,13919,61
ASK,AAPL,1392,50
BID,AAPL,13897,5
ASK,AAPL,13898,47
BID,AAPL,13895,15
ASK,AAPL,13895,85
BID,AAPL,13893,44
ASK,AAPL,13897,38
BID,AAPL,13893,20
ASK,AAPL,13894,35
BID,AAPL,13893,37
ASK,AAPL,13894,38
BID,AAPL,13892,29
ASK,AAPL,13889,37
BID,AAPL,13842,84
ASK,AAPL,1384,49
BID,AAPL,13839,50
ASK,AAPL,13851,15
BID,AAPL,13834,57
ASK,AAPL,1383,59
BID,AAPL,13828,68
ASK,AAPL,13825,82
BID,AAPL,13812,50
ASK,AAPL,13809,47
BID,AAPL,13788,73
ASK,AAPL,13791,69
BID,AAPL,13768,68
ASK,AAPL,13763,33
BID,AAPL,13744,23
ASK,AAPL,13745,92
BID,AAPL,13744,61
ASK,AAPL,1374,37
BID,AAPL,13733,65
ASK,AAPL,13734,96
BID,AAPL,13728,47
ASK,AAPL,13728,61
BID,AAPL,13718,34
ASK,AAPL,13713,20
BID,AAPL,13707,35
ASK,AAPL,13709,63
BID,AAPL,13694,102
ASK,AAPL,13694,86
BID,AAPL,13692,9
ASK,AAPL,13691,8
BID,AAPL,13688,50
ASK,AAPL,13687,31
BID,AAPL,13682,41
ASK,AAPL,13677,16
BID,AAPL,13676,4
ASK,AAPL,13682,101
BID,AAPL,13672,86
ASK,AAPL,13674,18
BID,AAPL,13658,20
ASK,AAPL,13649,1
BID,AAPL,13635,102
ASK,AAPL,13633,78
BID,AAPL,13601,20
ASK,AAPL,1360,50
BID,AAPL,13595,59
ASK,AAPL,13593,56
BID,AAPL,13588,69
ASK,AAPL,13587,9
BID,AAPL,13544,86
ASK,AAPL,13545,34
BID,AAPL,13542,42
ASK,AAPL,13544,44
BID,AAPL,13541,9
ASK,AAPL,13538,2
BID,AAPL,13537,93
ASK,AAPL,13538,101
BID,AAPL,13537,59
ASK,AAPL,13537,65
BID,AAPL,13535,94
ASK,AAPL,13532,28
BID,AAPL,13529,16
ASK,AAPL,1353,95
BID,AAPL,1352,12
ASK,AAPL,13521,4
BID,AAPL,13514,13
ASK,AAPL,13513,31
BID,AAPL,1350,11
ASK,AAPL,13499,71
BID,AAPL,13491,44
ASK,AAPL,13493,29
BID,AAPL,13487,95
ASK,AAPL,13489,90
BID,AAPL,13486,16
ASK,AAPL,13486,10
BID,AAPL,13474,77
ASK,AAPL,13475,66
BID,AAPL,13474,27
ASK,AAPL,13475,69
BID,AAPL,13473,18
ASK,AAPL,13471,50
BID,AAPL,1347,83
ASK,AAPL,13471,14
BID,AAPL,13458,29
ASK,AAPL,13455,42
BID,AAPL,1345,65
ASK,AAPL,1345,11
BID,AAPL,13441,85
ASK,AAPL,13441,40
BID,AAPL,13437,95
ASK,AAPL,13439,81
BID,AAPL,13435,80
ASK,AAPL,13432,80
BID,AAPL,1343,5
ASK,AAPL,13421,87
BID,AAPL,13415,84
ASK,AAPL,13416,65
BID,AAPL,13414,22
ASK,AAPL,13411,87
BID,AAPL,13398,17
ASK,AAPL,13398,1
BID,AAPL,13391,66
ASK,AAPL,13391,1
BID,AAPL,13372,48
ASK,AAPL,13372,70
BID,AAPL,13371,36
ASK,AAPL,13387,82
BID,AAPL,13371,4
ASK,AAPL,1337,24
BID,AAPL,1335,84
ASK,AAPL,1335,32
BID,AAPL,13349,52
ASK,AAPL,13349,11
BID,AAPL,13348,9
ASK,AAPL,13349,36
BID,AAPL,13347,95
ASK,AAPL,1334,67
BID,AAPL,13339,79
ASK,AAPL,13339,45
BID,AAPL,13317,49
ASK,AAPL,13317,69
BID,AAPL,13316,42
ASK,AAPL,13313,47
BID,AAPL,1331,21
ASK,AAPL,13312,72
BID,AAPL,13306,92
ASK,AAPL,1330,29
BID,AAPL,13293,95
ASK,AAPL,13287,79
BID,AAPL,13264,78
ASK,AAPL,13261,7
BID,AAPL,13258,98
ASK,AAPL,13261,37
BID,AAPL,13255,67
ASK,AAPL,13256,74
BID,AAPL,13238,101
ASK,AAPL,13237,52
BID,AAPL,13233,57
ASK,AAPL,1323,73
BID,AAPL,13229,2
ASK,AAPL,1323,68
BID,AAPL,13227,97
ASK,AAPL,13226,53
BID,AAPL,13218,27
ASK,AAPL,13215,97
BID,AAPL,13203,1
ASK,AAPL,13199,55
BID,AAPL,13197,26
ASK,AAPL,1320,25
BID,AAPL,13197,15
ASK,AAPL,1320,18
BID,AAPL,13197,76
ASK,AAPL,13198,26
BID,AAPL,13197,49
ASK,AAPL,13195,42
BID,AAPL,13189,98
ASK,AAPL,13189,64
BID,AAPL,13186,36
ASK,AAPL,13186,78
BID,AAPL,13185,71
ASK,AAPL,13186,70
BID,AAPL,13185,51
ASK,AAPL,13188,101
BID,AAPL,13184,29
ASK,AAPL,13183,54
BID,AAPL,1318,21
ASK,AAPL,13179,38
BID,AAPL,13159,64
ASK,AAPL,13158,4
BID,AAPL,13155,73
ASK,AAPL,13158,19
BID,AAPL,13152,9
ASK,AAPL,13155,16
BID,AAPL,13128,5
ASK,AAPL,13126,28
BID,AAPL,13121,20
ASK,AAPL,13138,35
BID,AAPL,13109,11
ASK,AAPL,13096,99
BID,AAPL,13095,69
ASK,AAPL,13096,8
BID,AAPL,1309,54
ASK,AAPL,13089,10
BID,AAPL,13086,69
ASK,AAPL,13086,9
BID,AAPL,13085,85
ASK,AAPL,13085,56
BID,AAPL,13081,96
ASK,AAPL,13075,53
BID,AAPL,13049,56
ASK,AAPL,13049,20
BID,AAPL,13042,39
ASK,AAPL,13042,37
BID,AAPL,1304,96
ASK,AAPL,13038,75
BID,AAPL,13024,37
ASK,AAPL,13021,29
BID,AAPL,13019,19
ASK,AAPL,13019,31
BID,AAPL,13017,45
ASK,AAPL,13015,88
BID,AAPL,13012,50
ASK,AAPL,13011,9
BID,AAPL,13007,91
ASK,AAPL,13007,50
BID,AAPL,12994,15
ASK,AAPL,12994,7
BID,AAPL,12991,95
ASK,AAPL,12994,18
BID,AAPL,12984,46
ASK,AAPL,12987,46
BID,AAPL,12976,5
ASK,AAPL,12975,61
BID,AAPL,12974,22
ASK,AAPL,12974,7
BID,AAPL,12973,72
ASK,AAPL,12974,6
BID,AAPL,12959,23
ASK,AAPL,1296,8
BID,AAPL,12952,49
ASK,AAPL,12952,91
BID,AAPL,12942,28
ASK,AAPL,12941,71
BID,AAPL,1294,11
ASK,AAPL,12934,102
BID,AAPL,12899,24
ASK,AAPL,12898,44
BID,AAPL,12893,25
ASK,AAPL,12892,25
BID,AAPL,12883,93
ASK,AAPL,12883,80
BID,AAPL,12866,90
ASK,AAPL,1287,39
BID,AAPL,1284,97
ASK,AAPL,12824,90
BID,AAPL,12818,17
ASK,AAPL,12817,41
BID,AAPL,12795,33
ASK,AAPL,12795,101
BID,AAPL,12791,99
ASK,AAPL,12792,51
BID,AAPL,1279,68
ASK,AAPL,1279,101
BID,AAPL,12789,92
ASK,AAPL,12784,67
BID,AAPL,12782,70
ASK,AAPL,1278,7
BID,AAPL,12776,86
ASK,AAPL,12775,95
BID,AAPL,12746,42
ASK,AAPL,12745,12
BID,AAPL,12737,99
ASK,AAPL,12736,59
BID,AAPL,12735,78
ASK,AAPL,12732,46
BID,AAPL,12717,28
ASK,AAPL,12717,78
BID,AAPL,12711,12
ASK,AAPL,12711,10
BID,AAPL,1271,97
ASK,AAPL,12708,31
BID,AAPL,12707,62
ASK,AAPL,12708,25
BID,AAPL,12697,13
ASK,AAPL,12696,51
BID,AAPL,12692,100
ASK,AAPL,12686,56
BID,AAPL,12685,50
ASK,AAPL,12687,29
BID,AAPL,12675,78
ASK,AAPL,12675,67
BID,AAPL,12674,87
ASK,AAPL,12666,75
BID,AAPL,12659,1
ASK,AAPL,12668,67
BID,AAPL,12654,65
ASK,AAPL,12655,29
BID,AAPL,12652,14
ASK,AAPL,1265,96
BID,AAPL,12642,9
ASK,AAPL,12638,77
BID,AAPL,12636,20
ASK,AAPL,12627,55
BID,AAPL,12624,71
ASK,AAPL,12624,5
BID,AAPL,12623,11
ASK,AAPL,12612,18
BID,AAPL,12609,20
ASK,AAPL,12605,73
BID,AAPL,12596,60
ASK,AAPL,12595,45
BID,AAPL,12591,88
ASK,AAPL,12591,76
BID,AAPL,1259,96
ASK,AAPL,12589,28
BID,AAPL,12586,94
ASK,AAPL,12586,1
BID,AAPL,12585,7
ASK,AAPL,12585,19
BID,AAPL,1258,90
ASK,AAPL,12582,9
BID,AAPL,1256,99
ASK,AAPL,12557,51
BID,AAPL,12546,3
ASK,AAPL,12545,59
BID,AAPL,12533,76
ASK,AAPL,12532,35
BID,AAPL,12529,26
ASK,AAPL,12532,96
BID,AAPL,12519,5
ASK,AAPL,12517,9
BID,AAPL,12508,99
ASK,AAPL,12509,66
BID,AAPL,12504,11
ASK,AAPL,12505,70
BID,AAPL,12503,63
ASK,AAPL,12504,62
BID,AAPL,12502,21
ASK,AAPL,12504,101
BID,AAPL,12495,89
ASK,AAPL,12495,54
BID,AAPL,12488,84
ASK,AAPL,12487,100
BID,AAPL,12484,22
ASK,AAPL,12483,94
BID,AAPL,1248,61
ASK,AAPL,12481,87
BID,AAPL,12473,17
ASK,AAPL,12474,17
BID,AAPL,12471,1
ASK,AAPL,12471,59
BID,AAPL,12462,16
ASK,AAPL,12463,28
BID,AAPL,12461,16
ASK,AAPL,12463,26
BID,AAPL,12437,94
ASK,AAPL,12437,70
BID,AAPL,12434,37
ASK,AAPL,12435,51
BID,AAPL,12429,49
ASK,AAPL,12442,87
BID,AAPL,12429,50
ASK,AAPL,1243,55
BID,AAPL,1240,57
ASK,AAPL,1240,12
BID,AAPL,12378,19
ASK,AAPL,1238,39
BID,AAPL,12357,44
ASK,AAPL,12355,54
BID,AAPL,12341,97
ASK,AAPL,1234,55
BID,AAPL,12325,31
ASK,AAPL,12325,75
BID,AAPL,1231,37
ASK,AAPL,12308,89
BID,AAPL,12302,42
ASK,AAPL,1230,63
BID,AAPL,12299,81
ASK,AAPL,1230,99
BID,AAPL,12296,8
ASK,AAPL,12305,19
BID,AAPL,12286,50
ASK,AAPL,12283,61
BID,AAPL,12277,50
ASK,AAPL,12271,11
BID,AAPL,12257,98
ASK,AAPL,12255,60
BID,AAPL,1225,94
ASK,AAPL,12249,95
BID,AAPL,12224,31
ASK,AAPL,12225,17
BID,AAPL,12218,6
ASK,AAPL,12219,101
BID,AAPL,12208,23
ASK,AAPL,12207,10
BID,AAPL,12198,27
ASK,AAPL,12196,19
BID,AAPL,12182,38
ASK,AAPL,12177,74
BID,AAPL,1217,18
ASK,AAPL,12174,99
BID,AAPL,12143,97
ASK,AAPL,1214,18
BID,AAPL,12139,13
ASK,AAPL,12141,35
BID,AAPL,12137,84
ASK,AAPL,12129,91
BID,AAPL,12121,7
ASK,AAPL,12128,23
BID,AAPL,1212,4
ASK,AAPL,12121,82
BID,AAPL,1212,2
ASK,AAPL,12109,32
BID,AAPL,12107,78
ASK,AAPL,12106,7
BID,AAPL,12105,70
ASK,AAPL,12108,14
BID,AAPL,12101,100
ASK,AAPL,1210,72
BID,AAPL,12099,82
ASK,AAPL,12094,55
BID,AAPL,12091,95
ASK,AAPL,12091,78
BID,AAPL,1209,74
ASK,AAPL,12091,86
BID,AAPL,12075,64
ASK,AAPL,12077,48
BID,AAPL,1206,23
ASK,AAPL,12061,6
BID,AAPL,12055,87
ASK,AAPL,12055,78
BID,AAPL,12036,91
ASK,AAPL,12035,37
BID,AAPL,12026,95
ASK,AAPL,12025,34
BID,AAPL,12009,45
ASK,AAPL,12008,23
BID,AAPL,11999,58
ASK,AAPL,11998,1
BID,AAPL,11997,43
ASK,AAPL,11999,48
BID,AAPL,11995,19
ASK,AAPL,11987,68
BID,AAPL,11956,17
ASK,AAPL,11951,39
BID,AAPL,11937,74
ASK,AAPL,11939,27
BID,AAPL,11926,76
ASK,AAPL,11925,23
BID,AAPL,11924,55
ASK,AAPL,11926,7
BID,AAPL,11911,20
ASK,AAPL,11907,93
BID,AAPL,11902,45
ASK,AAPL,11901,89
BID,AAPL,11898,89
ASK,AAPL,11902,3
BID,AAPL,11872,89
ASK,AAPL,11869,11
BID,AAPL,11868,37
ASK,AAPL,11864,45
BID,AAPL,11822,18
ASK,AAPL,11827,75
BID,AAPL,11804,60
ASK,AAPL,11801,41
BID,AAPL,11753,55
ASK,AAPL,1175,9
BID,AAPL,11737,76
ASK,AAPL,11733,34
BID,AAPL,11729,52
ASK,AAPL,11726,51
BID,AAPL,11714,41
ASK,AAPL,11698,29
BID,AAPL,1169,81
ASK,AAPL,11687,30
BID,AAPL,1168,83
ASK,AAPL,1168,2
BID,AAPL,11664,85
ASK,AAPL,1166,102
BID,AAPL,11656,2
ASK,AAPL,11655,43
BID,AAPL,11653,44
ASK,AAPL,11658,18
BID,AAPL,1165,97
ASK,AAPL,1164,66
BID,AAPL,11636,1
ASK,AAPL,11632,39
BID,AAPL,11603,44
ASK,AAPL,11603,88
BID,AAPL,11602,56
ASK,AAPL,11603,77
BID,AAPL,11602,87
ASK,AAPL,11601,23
BID,AAPL,1160,2
ASK,AAPL,11598,13
BID,AAPL,11579,22
ASK,AAPL,11581,88
BID,AAPL,11568,13
ASK,AAPL,11571,46
BID,AAPL,11566,81
ASK,AAPL,11564,61
BID,AAPL,11556,102
ASK,AAPL,11555,45
BID,AAPL,11554,85
ASK,AAPL,11557,64
BID,AAPL,11536,66
ASK,AAPL,11536,60
BID,AAPL,11526,82
ASK,AAPL,11517,89
BID,AAPL,11508,21
ASK,AAPL,11507,39
BID,AAPL,11504,28
ASK,AAPL,11505,91
BID,AAPL,11504,82
ASK,AAPL,11506,59
BID,AAPL,11503,17
ASK,AAPL,11501,58
BID,AAPL,11501,84
ASK,AAPL,1150,53
BID,AAPL,11498,31
ASK,AAPL,11498,54
BID,AAPL,11496,11
ASK,AAPL,11494,25
BID,AAPL,11493,3
ASK,AAPL,11495,80
BID,AAPL,11459,40
ASK,AAPL,1146,21
BID,AAPL,11456,38
ASK,AAPL,11461,39
BID,AAPL,11409,44
ASK,AAPL,11411,41
BID,AAPL,11397,39
ASK,AAPL,11397,67
BID,AAPL,11387,94
ASK,AAPL,11388,87
BID,AAPL,11348,83
ASK,AAPL,11349,57
BID,AAPL,11315,6
ASK,AAPL,11317,74
BID,AAPL,11306,1
ASK,AAPL,11306,92
BID,AAPL,11303,61
ASK,AAPL,11303,99
BID,AAPL,11286,85
ASK,AAPL,1129,51
BID,AAPL,11275,19
ASK,AAPL,11275,49
BID,AAPL,11231,46
ASK,AAPL,11229,40
BID,AAPL,11213,84
ASK,AAPL,11213,22
BID,AAPL,11203,13
ASK,AAPL,11201,40
BID,AAPL,11183,28
ASK,AAPL,11181,12
BID,AAPL,11119,66
ASK,AAPL,11124,35
BID,AAPL,11112,101
ASK,AAPL,11111,55
BID,AAPL,11042,46
ASK,AAPL,11038,96
BID,AAPL,11036,60
ASK,AAPL,11036,36
BID,AAPL,11028,14
ASK,AAPL,11015,66
BID,AAPL,11013,102
ASK,AAPL,11009,56
BID,AAPL,10968,25
ASK,AAPL,1097,15
BID,AAPL,10943,30
ASK,AAPL,10938,15
BID,AAPL,10897,18
ASK,AAPL,10894,72
BID,AAPL,10892,22
ASK,AAPL,10897,97
BID,AAPL,10882,70
ASK,AAPL,10877,85
BID,AAPL,10824,92
ASK,AAPL,10822,93
BID,AAPL,10723,57
ASK,AAPL,10724,61
BID,AAPL,10673,52
ASK,AAPL,10667,95
BID,AAPL,1063,46
ASK,AAPL,10637,88
BID,AAPL,9834,11
ASK,AAPL,9836,88
BID,AAPL,9773,66
ASK,AAPL,9775,21
BID,AAPL,9728,55
ASK,AAPL,9727,15
BID,AAPL,9705,61
ASK,AAPL,9705,42
BID,AAPL,970,95
ASK,AAPL,970,57
BID,AAPL,9658,52
ASK,AAPL,9656,38
BID,AAPL,963,11
ASK,AAPL,9631,27
BID,AAPL,9622,72
ASK,AAPL,9627,101
BID,AAPL,959,91
ASK,AAPL,9591,79
BID,AAPL,9567,42
ASK,AAPL,9567,89
BID,AAPL,9546,7
ASK,AAPL,9548,66
BID,AAPL,9532,69
ASK,AAPL,9535,45
BID,AAPL,9505,11
ASK,AAPL,9507,46
BID,AAPL,9479,63
ASK,AAPL,9481,15
BID,AAPL,9346,68
