Type,Symbol,Price,Quantity
BID,TUS,1897,7
ASK,TUS,1898,9
BID,TUS,1897,22
ASK,TUS,1897,17
BID,TUS,1896,23
ASK,TUS,1896,48
BID,TUS,1895,15
ASK,TUS,1894,89
BID,TUS,1893,40
ASK,TUS,1894,23
BID,TUS,1893,23
ASK,TUS,1892,11
BID,TUS,1891,93
ASK,TUS,1892,75
BID,TUS,1891,98
ASK,TUS,1892,53
BID,TUS,1891,7
ASK,TUS,1891,19
BID,TUS,189,102
ASK,TUS,189,27
BID,TUS,1889,46
ASK,TUS,189,45
BID,TUS,1889,71
ASK,TUS,1888,33
BID,TUS,1887,91
ASK,TUS,1887,53
BID,TUS,1886,25
ASK,TUS,1887,73
BID,TUS,1886,38
ASK,TUS,1885,60
BID,TUS,1884,71
ASK,TUS,1885,99
BID,TUS,1884,34
ASK,TUS,1884,51
BID,TUS,1883,44
ASK,TUS,1884,75
BID,TUS,1883,11
ASK,TUS,1883,43
BID,TUS,1882,91
ASK,TUS,1883,37
BID,TUS,1882,102
ASK,TUS,1883,11
BID,TUS,1882,30
ASK,TUS,1882,25
BID,TUS,1881,80
ASK,TUS,1882,19
BID,TUS,1881,50
ASK,TUS,1881,97
BID,TUS,188,16
ASK,TUS,1881,86
BID,TUS,188,22
ASK,TUS,188,6
BID,TUS,1879,56
ASK,TUS,1879,76
BID,TUS,1878,68
ASK,TUS,1878,84
BID,TUS,1877,30
ASK,TUS,1878,36
BID,TUS,1877,22
ASK,TUS,1877,11
BID,TUS,1876,58
ASK,TUS,1877,45
BID,TUS,1876,96
ASK,TUS,1877,67
BID,TUS,1876,89
ASK,TUS,1877,48
BID,TUS,1876,68
ASK,TUS,1876,31
BID,TUS,1875,43
ASK,TUS,1875,35
BID,TUS,1874,72
ASK,TUS,1875,75
BID,TUS,1874,99
ASK,TUS,1874,78
BID,TUS,1873,11
ASK,TUS,1874,9
BID,TUS,1873,85
ASK,TUS,1873,3
BID,TUS,1872,84
ASK,TUS,1873,96
BID,TUS,1872,52
ASK,TUS,1873,23
BID,TUS,1872,55
ASK,TUS,1872,88
BID,TUS,1871,63
ASK,TUS,1872,95
BID,TUS,1871,45
ASK,TUS,1871,27
BID,TUS,187,99
ASK,TUS,1871,59
BID,TUS,187,75
ASK,TUS,1871,56
BID,TUS,187,69
ASK,TUS,187,94
BID,TUS,187,28
ASK,TUS,1869,101
BID,TUS,1868,55
ASK,TUS,1868,83
BID,TUS,1867,6
ASK,TUS,1868,39
BID,TUS,1867,72
ASK,TUS,1868,30
BID,TUS,1867,87
ASK,TUS,1867,52
BID,TUS,1866,8
ASK,TUS,1866,10
BID,TUS,1865,66
ASK,TUS,1865,54
BID,TUS,1864,81
ASK,TUS,1864,81
BID,TUS,1864,40
ASK,TUS,1862,34
BID,TUS,1861,82
ASK,TUS,1862,27
BID,TUS,1861,34
ASK,TUS,1862,100
BID,TUS,1861,36
ASK,TUS,1862,3
BID,TUS,1861,83
ASK,TUS,1861,23
BID,TUS,186,82
ASK,TUS,186,42
BID,TUS,1859,83
ASK,TUS,1858,19
BID,TUS,1857,84
ASK,TUS,1858,69
BID,TUS,1857,44
ASK,TUS,1858,7
BID,TUS,1857,8
ASK,TUS,1857,12
BID,TUS,1856,41
ASK,TUS,1857,77
BID,TUS,1856,102
ASK,TUS,1855,57
BID,TUS,1854,74
ASK,TUS,1854,49
BID,TUS,1854,98
ASK,TUS,1852,39
BID,TUS,1851,72
ASK,TUS,1852,32
BID,TUS,1851,6
ASK,TUS,185,40
BID,TUS,1849,100
ASK,TUS,185,83
BID,TUS,1849,37
ASK,TUS,1848,95
BID,TUS,1847,58
ASK,TUS,1847,83
BID,TUS,1846,30
ASK,TUS,1847,52
BID,TUS,1846,75
ASK,TUS,1847,101
BID,TUS,1846,17
ASK,TUS,1847,7
BID,TUS,1846,77
ASK,TUS,1846,42
BID,TUS,1845,94
ASK,TUS,1846,102
BID,TUS,1845,24
ASK,TUS,1845,8
BID,TUS,1844,45
ASK,TUS,1845,4
BID,TUS,1844,6
ASK,TUS,1844,71
BID,TUS,1843,21
ASK,TUS,1844,87
BID,TUS,1843,45
ASK,TUS,1843,16
BID,TUS,1842,80
ASK,TUS,1843,62
BID,TUS,1842,18
ASK,TUS,1843,52
BID,TUS,1842,17
ASK,TUS,1843,68
BID,TUS,1842,18
ASK,TUS,1842,36
BID,TUS,1841,67
ASK,TUS,1842,51
BID,TUS,1841,67
ASK,TUS,1841,14
BID,TUS,184,33
ASK,TUS,1841,35
BID,TUS,184,83
ASK,TUS,1841,28
BID,TUS,184,99
ASK,TUS,1841,5
BID,TUS,184,84
ASK,TUS,184,47
BID,TUS,1839,97
ASK,TUS,1839,16
BID,TUS,1838,35
ASK,TUS,1839,4
BID,TUS,1838,12
ASK,TUS,1839,11
BID,TUS,1838,94
ASK,TUS,1839,43
BID,TUS,1838,1
ASK,TUS,1837,12
BID,TUS,1836,25
ASK,TUS,1837,63
BID,TUS,1836,3
ASK,TUS,1837,54
BID,TUS,1836,83
ASK,TUS,1837,35
BID,TUS,1836,93
ASK,TUS,1836,18
BID,TUS,1835,81
ASK,TUS,1835,92
BID,TUS,1834,26
ASK,TUS,1835,33
BID,TUS,1834,36
ASK,TUS,1833,90
BID,TUS,1832,50
ASK,TUS,1833,21
BID,TUS,1832,68
ASK,TUS,1832,87
BID,TUS,1831,33
ASK,TUS,1832,4
BID,TUS,1831,15
ASK,TUS,1832,78
BID,TUS,1831,63
ASK,TUS,1831,69
BID,TUS,183,26
ASK,TUS,1831,18
BID,TUS,183,29
ASK,TUS,183,60
BID,TUS,183,38
ASK,TUS,183,92
BID,TUS,1829,76
ASK,TUS,183,102
BID,TUS,1829,47
ASK,TUS,1828,70
BID,TUS,1827,78
ASK,TUS,1828,7
BID,TUS,1827,31
ASK,TUS,1828,45
BID,TUS,1827,71
ASK,TUS,1828,1
BID,TUS,1827,82
ASK,TUS,1827,13
BID,TUS,1826,23
ASK,TUS,1826,79
BID,TUS,1825,65
ASK,TUS,1826,84
BID,TUS,1825,65
ASK,TUS,1826,44
BID,TUS,1825,21
ASK,TUS,1824,7
BID,TUS,1823,20
ASK,TUS,1823,28
BID,TUS,1822,79
ASK,TUS,1823,18
BID,TUS,1822,55
ASK,TUS,1823,83
BID,TUS,1822,41
ASK,TUS,1822,96
BID,TUS,1821,25
ASK,TUS,1822,11
BID,TUS,1821,83
ASK,TUS,1821,74
BID,TUS,1821,40
ASK,TUS,1821,55
BID,TUS,1821,56
ASK,TUS,1821,10
BID,TUS,182,46
ASK,TUS,1818,61
BID,TUS,1818,67
ASK,TUS,1816,102
BID,TUS,1815,3
ASK,TUS,1816,97
BID,TUS,1815,43
ASK,TUS,1816,19
BID,TUS,1815,41
ASK,TUS,1815,67
BID,TUS,1814,48
ASK,TUS,1815,98
BID,TUS,1814,25
ASK,TUS,1814,47
BID,TUS,1813,36
ASK,TUS,1814,35
BID,TUS,1813,55
ASK,TUS,1812,15
BID,TUS,1811,63
ASK,TUS,1812,95
BID,TUS,1811,97
ASK,TUS,1811,57
BID,TUS,1811,31
ASK,TUS,1811,102
BID,TUS,181,18
ASK,TUS,1811,73
BID,TUS,181,83
ASK,TUS,181,71
BID,TUS,1809,32
ASK,TUS,1808,43
BID,TUS,1807,7
ASK,TUS,1807,76
BID,TUS,1806,13
ASK,TUS,1807,43
BID,TUS,1806,102
ASK,TUS,1807,66
BID,TUS,1806,61
ASK,TUS,1807,78
BID,TUS,1806,69
ASK,TUS,1806,34
BID,TUS,1805,80
ASK,TUS,1806,77
BID,TUS,1805,21
ASK,TUS,1806,33
BID,TUS,1805,63
ASK,TUS,1806,97
BID,TUS,1805,11
ASK,TUS,1805,19
BID,TUS,1805,1
ASK,TUS,1805,93
BID,TUS,1804,25
ASK,TUS,1805,48
BID,TUS,1804,45
ASK,TUS,1803,71
BID,TUS,1802,27
ASK,TUS,1803,58
BID,TUS,1802,58
ASK,TUS,1803,46
BID,TUS,1802,88
ASK,TUS,1802,99
BID,TUS,1801,59
ASK,TUS,1802,85
BID,TUS,1801,97
ASK,TUS,1802,47
BID,TUS,1801,7
ASK,TUS,1802,83
BID,TUS,1801,74
ASK,TUS,1801,6
BID,TUS,180,26
ASK,TUS,1801,23
BID,TUS,180,58
ASK,TUS,180,31
BID,TUS,1799,1
ASK,TUS,1799,95
BID,TUS,1799,21
ASK,TUS,1796,48
BID,TUS,1796,64
ASK,TUS,1795,36
BID,TUS,1794,78
ASK,TUS,1793,52
BID,TUS,1793,75
ASK,TUS,1793,2
BID,TUS,1792,29
ASK,TUS,1792,24
BID,TUS,1791,29
ASK,TUS,179,54
BID,TUS,1789,33
ASK,TUS,1789,69
BID,TUS,1788,73
ASK,TUS,1788,58
BID,TUS,1787,89
ASK,TUS,1787,94
BID,TUS,1787,45
ASK,TUS,1787,42
BID,TUS,1786,10
ASK,TUS,1785,6
BID,TUS,1784,56
ASK,TUS,1784,39
BID,TUS,1784,60
ASK,TUS,1784,33
BID,TUS,1783,8
ASK,TUS,1782,59
BID,TUS,1781,2
ASK,TUS,178,43
BID,TUS,1779,85
ASK,TUS,1779,27
BID,TUS,1778,90
ASK,TUS,1776,99
BID,TUS,1775,4
ASK,TUS,1776,50
BID,TUS,1775,95
ASK,TUS,1774,8
BID,TUS,1773,20
ASK,TUS,1771,80
BID,TUS,1771,69
ASK,TUS,177,38
BID,TUS,1769,67
ASK,TUS,1769,18
BID,TUS,1768,51
ASK,TUS,1769,16
BID,TUS,1768,34
ASK,TUS,1768,53
BID,TUS,1767,50
ASK,TUS,1765,86
BID,TUS,1764,27
ASK,TUS,1765,27
BID,TUS,1764,89
ASK,TUS,1765,55
BID,TUS,1764,52
ASK,TUS,1763,31
BID,TUS,1762,44
ASK,TUS,1762,2
BID,TUS,1761,31
ASK,TUS,1762,24
BID,TUS,1761,12
ASK,TUS,1761,49
BID,TUS,176,53
ASK,TUS,1761,66
BID,TUS,176,62
ASK,TUS,1761,1
BID,TUS,176,54
ASK,TUS,1761,7
BID,TUS,176,50
ASK,TUS,1761,72
BID,TUS,176,63
ASK,TUS,1758,66
BID,TUS,1757,87
ASK,TUS,1758,29
BID,TUS,1757,27
ASK,TUS,1757,28
BID,TUS,1756,84
ASK,TUS,1756,8
BID,TUS,1756,100
ASK,TUS,1755,73
BID,TUS,1754,61
ASK,TUS,1754,13
BID,TUS,1753,92
ASK,TUS,1754,52
BID,TUS,1753,26
ASK,TUS,1754,74
BID,TUS,1753,81
ASK,TUS,1754,97
BID,TUS,1753,3
ASK,TUS,1753,41
BID,TUS,1753,85
ASK,TUS,1753,52
BID,TUS,1752,89
ASK,TUS,1753,99
BID,TUS,1752,52
ASK,TUS,1753,16
BID,TUS,1752,85
ASK,TUS,1752,71
BID,TUS,1751,44
ASK,TUS,1752,101
BID,TUS,1751,65
ASK,TUS,1752,91
BID,TUS,1751,6
ASK,TUS,1751,22
BID,TUS,175,40
ASK,TUS,1751,30
BID,TUS,175,91
ASK,TUS,1751,65
BID,TUS,175,21
ASK,TUS,1751,38
BID,TUS,175,79
ASK,TUS,1751,14
BID,TUS,175,13
ASK,TUS,175,63
BID,TUS,175,76
ASK,TUS,175,102
BID,TUS,175,84
ASK,TUS,175,72
BID,TUS,1749,76
ASK,TUS,175,31
BID,TUS,1749,21
ASK,TUS,1749,6
BID,TUS,1748,45
ASK,TUS,1749,23
BID,TUS,1748,20
ASK,TUS,1748,97
BID,TUS,1747,87
ASK,TUS,1747,47
BID,TUS,1746,79
ASK,TUS,1744,7
BID,TUS,1743,85
ASK,TUS,1743,42
BID,TUS,1742,33
ASK,TUS,1743,99
BID,TUS,1742,60
ASK,TUS,1741,50
BID,TUS,174,38
ASK,TUS,174,44
BID,TUS,1739,80
ASK,TUS,1739,25
BID,TUS,1738,29
ASK,TUS,1737,96
BID,TUS,1736,36
ASK,TUS,1734,25
BID,TUS,1733,99
ASK,TUS,1734,86
BID,TUS,1733,95
ASK,TUS,1734,12
BID,TUS,1733,7
ASK,TUS,1732,96
BID,TUS,1731,82
ASK,TUS,1732,85
BID,TUS,1731,3
ASK,TUS,1731,8
BID,TUS,173,60
ASK,TUS,1731,46
BID,TUS,173,21
ASK,TUS,173,65
BID,TUS,1729,56
ASK,TUS,1729,40
BID,TUS,1728,49
ASK,TUS,1729,33
BID,TUS,1728,92
ASK,TUS,1728,12
BID,TUS,1727,81
ASK,TUS,1727,8
BID,TUS,1726,16
ASK,TUS,1727,85
BID,TUS,1726,16
ASK,TUS,1727,61
BID,TUS,1726,29
ASK,TUS,1726,90
BID,TUS,1725,4
ASK,TUS,1726,28
BID,TUS,1725,91
ASK,TUS,1725,22
BID,TUS,1724,26
ASK,TUS,1725,38
BID,TUS,1724,101
ASK,TUS,1724,47
BID,TUS,1723,36
ASK,TUS,1724,63
BID,TUS,1723,101
ASK,TUS,1721,30
BID,TUS,172,24
ASK,TUS,1721,83
BID,TUS,172,25
ASK,TUS,1721,86
BID,TUS,172,6
ASK,TUS,172,19
BID,TUS,1719,52
ASK,TUS,172,16
BID,TUS,1719,20
ASK,TUS,172,5
BID,TUS,1719,56
ASK,TUS,172,88
BID,TUS,1719,55
ASK,TUS,172,83
BID,TUS,1719,18
ASK,TUS,172,4
BID,TUS,1719,94
ASK,TUS,1719,66
BID,TUS,1718,63
ASK,TUS,1719,76
BID,TUS,1718,49
ASK,TUS,1718,98
BID,TUS,1717,45
ASK,TUS,1718,95
BID,TUS,1717,38
ASK,TUS,1718,83
BID,TUS,1717,67
ASK,TUS,1717,101
BID,TUS,1716,13
ASK,TUS,1716,34
BID,TUS,1715,82
ASK,TUS,1716,101
BID,TUS,1715,94
ASK,TUS,1714,34
BID,TUS,1713,4
ASK,TUS,1713,77
BID,TUS,1712,81
ASK,TUS,1713,66
BID,TUS,1712,93
ASK,TUS,1713,76
BID,TUS,1712,51
ASK,TUS,1711,26
BID,TUS,171,59
ASK,TUS,171,95
BID,TUS,1709,89
ASK,TUS,171,54
BID,TUS,1709,54
ASK,TUS,171,6
BID,TUS,1709,82
ASK,TUS,1709,15
BID,TUS,1708,34
ASK,TUS,1709,24
BID,TUS,1708,66
ASK,TUS,1707,66
BID,TUS,1706,95
ASK,TUS,1706,7
BID,TUS,1705,71
ASK,TUS,1705,13
BID,TUS,1704,35
ASK,TUS,1704,51
BID,TUS,1703,61
ASK,TUS,1704,75
BID,TUS,1703,87
ASK,TUS,1704,32
BID,TUS,1703,100
ASK,TUS,1703,14
BID,TUS,1702,93
ASK,TUS,1703,59
BID,TUS,1702,85
ASK,TUS,1703,45
BID,TUS,1702,44
ASK,TUS,1703,19
BID,TUS,1702,16
ASK,TUS,1701,91
BID,TUS,170,47
ASK,TUS,170,93
BID,TUS,1699,1
ASK,TUS,1699,90
BID,TUS,1698,102
ASK,TUS,1699,15
BID,TUS,1698,83
ASK,TUS,1697,75
BID,TUS,1696,96
ASK,TUS,1697,87
BID,TUS,1696,92
ASK,TUS,1697,91
BID,TUS,1696,82
ASK,TUS,1697,88
BID,TUS,1696,91
ASK,TUS,1696,83
BID,TUS,1695,26
ASK,TUS,1695,86
BID,TUS,1694,66
ASK,TUS,1695,40
BID,TUS,1694,98
ASK,TUS,1694,25
BID,TUS,1694,91
ASK,TUS,1693,97
BID,TUS,1692,30
ASK,TUS,1692,75
BID,TUS,1691,15
ASK,TUS,1692,67
BID,TUS,1691,16
ASK,TUS,1692,83
BID,TUS,1691,102
ASK,TUS,1692,86
BID,TUS,1691,45
ASK,TUS,1691,17
BID,TUS,169,69
ASK,TUS,1691,102
BID,TUS,169,16
ASK,TUS,169,62
BID,TUS,1689,17
ASK,TUS,169,47
BID,TUS,1689,21
ASK,TUS,1688,97
BID,TUS,1687,92
ASK,TUS,1688,29
BID,TUS,1687,53
ASK,TUS,1685,84
BID,TUS,1684,11
ASK,TUS,1684,57
BID,TUS,1683,50
ASK,TUS,1684,70
BID,TUS,1683,67
ASK,TUS,1683,90
BID,TUS,1682,26
ASK,TUS,1683,75
BID,TUS,1682,8
ASK,TUS,1683,19
BID,TUS,1682,100
ASK,TUS,1683,62
BID,TUS,1682,21
ASK,TUS,1682,41
BID,TUS,1681,32
ASK,TUS,1682,21
BID,TUS,1681,10
ASK,TUS,1681,41
BID,TUS,168,19
ASK,TUS,1681,77
BID,TUS,168,102
ASK,TUS,168,22
BID,TUS,1679,77
ASK,TUS,168,97
BID,TUS,1679,47
ASK,TUS,1679,3
BID,TUS,1678,69
ASK,TUS,1678,42
BID,TUS,1677,21
ASK,TUS,1678,35
BID,TUS,1677,101
ASK,TUS,1678,88
BID,TUS,1677,86
ASK,TUS,1678,98
BID,TUS,1677,38
ASK,TUS,1677,34
BID,TUS,1676,31
ASK,TUS,1676,51
BID,TUS,1675,13
ASK,TUS,1676,59
BID,TUS,1675,71
ASK,TUS,1675,57
BID,TUS,1674,40
ASK,TUS,1675,40
BID,TUS,1674,36
ASK,TUS,1673,102
BID,TUS,1672,52
ASK,TUS,1673,63
BID,TUS,1672,38
ASK,TUS,1672,80
BID,TUS,1671,39
ASK,TUS,1669,101
BID,TUS,1668,63
ASK,TUS,1667,63
BID,TUS,1666,52
ASK,TUS,1667,56
BID,TUS,1666,35
ASK,TUS,1666,101
BID,TUS,1665,57
ASK,TUS,1666,59
BID,TUS,1665,98
ASK,TUS,1663,70
BID,TUS,1662,47
ASK,TUS,1662,69
BID,TUS,1661,102
ASK,TUS,166,84
BID,TUS,1659,26
ASK,TUS,166,88
BID,TUS,1659,86
ASK,TUS,166,75
BID,TUS,1659,37
ASK,TUS,1659,55
BID,TUS,1658,1
ASK,TUS,1658,23
BID,TUS,1657,19
ASK,TUS,1657,45
BID,TUS,1656,32
ASK,TUS,1656,53
BID,TUS,1655,17
ASK,TUS,1656,59
BID,TUS,1655,69
ASK,TUS,1656,23
BID,TUS,1655,61
ASK,TUS,1655,17
BID,TUS,1654,64
ASK,TUS,1653,47
BID,TUS,1652,97
ASK,TUS,1653,73
BID,TUS,1652,35
ASK,TUS,1652,44
BID,TUS,1651,6
ASK,TUS,1651,11
BID,TUS,165,70
ASK,TUS,1649,84
BID,TUS,1648,14
ASK,TUS,1648,54
BID,TUS,1647,29
ASK,TUS,1648,101
BID,TUS,1647,9
ASK,TUS,1646,43
BID,TUS,1645,3
ASK,TUS,1646,42
BID,TUS,1645,88
ASK,TUS,1644,60
BID,TUS,1643,60
ASK,TUS,1643,21
BID,TUS,1642,69
ASK,TUS,1642,8
BID,TUS,1641,90
ASK,TUS,1641,33
BID,TUS,164,80
ASK,TUS,1641,42
BID,TUS,164,60
ASK,TUS,1641,72
BID,TUS,164,93
ASK,TUS,1639,70
BID,TUS,1638,6
ASK,TUS,1633,50
BID,TUS,1632,31
ASK,TUS,1631,31
BID,TUS,163,78
ASK,TUS,1631,59
BID,TUS,163,98
ASK,TUS,1631,56
BID,TUS,163,93
ASK,TUS,163,100
BID,TUS,1629,74
ASK,TUS,1626,90
BID,TUS,1625,98
ASK,TUS,1625,97
BID,TUS,1624,23
ASK,TUS,1624,52
BID,TUS,1623,3
ASK,TUS,1624,30
BID,TUS,1623,4
ASK,TUS,1622,55
BID,TUS,1621,55
ASK,TUS,1622,40
BID,TUS,1621,97
ASK,TUS,162,46
BID,TUS,1619,100
ASK,TUS,1618,26
BID,TUS,1617,45
ASK,TUS,1618,33
BID,TUS,1617,38
ASK,TUS,1618,45
BID,TUS,1617,4
ASK,TUS,1612,89
BID,TUS,1611,89
ASK,TUS,1612,95
BID,TUS,1611,19
ASK,TUS,1612,96
BID,TUS,1611,22
ASK,TUS,1612,81
BID,TUS,1611,56
ASK,TUS,1611,44
BID,TUS,161,60
ASK,TUS,161,48
BID,TUS,1609,79
ASK,TUS,161,41
BID,TUS,1609,88
ASK,TUS,161,18
BID,TUS,1609,36
ASK,TUS,1609,99
BID,TUS,1608,102
ASK,TUS,1607,76
BID,TUS,1606,41
ASK,TUS,1607,26
BID,TUS,1606,18
ASK,TUS,1607,68
BID,TUS,1606,36
ASK,TUS,1603,61
BID,TUS,1602,94
ASK,TUS,160,97
BID,TUS,1599,76
ASK,TUS,160,6
BID,TUS,1599,27
ASK,TUS,1596,52
BID,TUS,1595,37
ASK,TUS,1596,71
BID,TUS,1595,67
ASK,TUS,1594,31
BID,TUS,1593,53
ASK,TUS,1594,61
BID,TUS,1593,80
ASK,TUS,1593,24
BID,TUS,1592,55
ASK,TUS,1592,67
BID,TUS,1591,50
ASK,TUS,159,36
BID,TUS,1589,45
ASK,TUS,1589,36
BID,TUS,1588,14
ASK,TUS,1589,68
BID,TUS,1588,1
ASK,TUS,1588,65
BID,TUS,1587,87
ASK,TUS,1586,16
BID,TUS,1585,73
ASK,TUS,1585,74
BID,TUS,1584,91
ASK,TUS,1585,99
BID,TUS,1584,41
ASK,TUS,1583,31
BID,TUS,1582,88
ASK,TUS,1582,10
BID,TUS,1581,79
ASK,TUS,1582,35
BID,TUS,1581,12
ASK,TUS,158,96
BID,TUS,1579,26
ASK,TUS,1579,51
BID,TUS,1578,33
ASK,TUS,1577,61
BID,TUS,1576,96
ASK,TUS,1575,60
BID,TUS,1574,10
ASK,TUS,1575,87
BID,TUS,1574,64
ASK,TUS,1574,25
BID,TUS,1573,73
ASK,TUS,1574,61
BID,TUS,1573,99
ASK,TUS,157,41
BID,TUS,1569,101
ASK,TUS,1567,71
BID,TUS,1566,7
ASK,TUS,1567,80
BID,TUS,1566,58
ASK,TUS,1565,78
BID,TUS,1564,77
ASK,TUS,1565,95
BID,TUS,1564,83
ASK,TUS,1564,46
BID,TUS,1563,70
ASK,TUS,1563,70
BID,TUS,1562,95
ASK,TUS,1563,15
BID,TUS,1562,13
ASK,TUS,1561,86
BID,TUS,156,7
ASK,TUS,1561,62
BID,TUS,156,88
ASK,TUS,156,52
BID,TUS,1559,101
ASK,TUS,1558,71
BID,TUS,1557,65
ASK,TUS,1558,73
BID,TUS,1557,44
ASK,TUS,1558,79
BID,TUS,1557,41
ASK,TUS,1555,75
BID,TUS,1554,83
ASK,TUS,1554,2
BID,TUS,1553,30
ASK,TUS,1554,68
BID,TUS,1553,83
ASK,TUS,1552,86
BID,TUS,1551,32
ASK,TUS,1551,5
BID,TUS,155,8
ASK,TUS,1551,24
BID,TUS,155,6
ASK,TUS,1545,3
BID,TUS,1544,42
ASK,TUS,154,61
