Type,Symbol,Price,Quantity
ASK,BSX,4129,38
BID,BSX,4126,15
ASK,BSX,4127,57
BID,BSX,4125,38
ASK,BSX,4125,64
BID,BSX,4123,83
ASK,BSX,4124,94
BID,BSX,4122,6
ASK,BSX,4122,49
BID,BSX,412,89
ASK,BSX,412,74
BID,BSX,4118,74
ASK,BSX,412,59
BID,BSX,4118,9
ASK,BSX,4119,95
BID,BSX,4118,70
ASK,BSX,4118,25
BID,BSX,4117,40
ASK,BSX,4117,99
BID,BSX,4116,47
ASK,BSX,4117,57
BID,BSX,4114,82
ASK,BSX,4115,66
BID,BSX,4114,48
ASK,BSX,4113,64
BID,BSX,4112,64
ASK,BSX,4112,71
BID,BSX,4111,14
ASK,BSX,4112,96
BID,BSX,411,54
ASK,BSX,4109,67
BID,BSX,4108,67
ASK,BSX,4109,11
BID,BSX,4108,97
ASK,BSX,4106,46
BID,BSX,4105,44
ASK,BSX,4106,74
BID,BSX,4105,56
ASK,BSX,4104,20
BID,BSX,4103,70
ASK,BSX,4104,75
BID,BSX,4103,70
ASK,BSX,4103,59
BID,BSX,4102,1
ASK,BSX,4104,79
BID,BSX,4102,32
ASK,BSX,4103,63
BID,BSX,4102,44
ASK,BSX,4102,95
BID,BSX,4101,37
ASK,BSX,4102,17
BID,BSX,4101,94
ASK,BSX,4102,60
BID,BSX,4099,69
ASK,BSX,410,98
BID,BSX,4099,8
ASK,BSX,4099,54
BID,BSX,4097,13
ASK,BSX,4098,37
BID,BSX,4097,102
ASK,BSX,4097,86
BID,BSX,4096,37
ASK,BSX,4096,91
BID,BSX,4094,40
ASK,BSX,4092,70
BID,BSX,4091,25
ASK,BSX,4092,40
BID,BSX,4091,2
ASK,BSX,4093,13
BID,BSX,4091,41
ASK,BSX,4091,42
BID,BSX,409,23
ASK,BSX,4089,43
BID,BSX,4087,56
ASK,BSX,4088,23
BID,BSX,4087,48
ASK,BSX,4087,37
BID,BSX,4086,89
ASK,BSX,4087,76
BID,BSX,4085,27
ASK,BSX,4086,39
BID,BSX,4085,20
ASK,BSX,4086,11
BID,BSX,4085,44
ASK,BSX,4086,77
BID,BSX,4079,27
ASK,BSX,4079,24
BID,BSX,4074,91
ASK,BSX,4072,59
BID,BSX,407,21
ASK,BSX,407,99
BID,BSX,4069,101
ASK,BSX,407,76
BID,BSX,4069,34
ASK,BSX,407,25
BID,BSX,4069,2
ASK,BSX,4068,26
BID,BSX,4065,53
ASK,BSX,4066,85
BID,BSX,4061,17
ASK,BSX,4062,81
BID,BSX,4056,97
ASK,BSX,4055,67
BID,BSX,4053,55
ASK,BSX,4054,68
BID,BSX,4051,19
ASK,BSX,4051,10
BID,BSX,405,75
ASK,BSX,4051,49
BID,BSX,405,56
ASK,BSX,4049,34
BID,BSX,4045,33
ASK,BSX,4044,45
BID,BSX,4043,55
ASK,BSX,4044,63
BID,BSX,4043,31
ASK,BSX,4041,60
BID,BSX,404,101
ASK,BSX,4041,56
BID,BSX,4039,93
ASK,BSX,4037,98
BID,BSX,4034,27
ASK,BSX,4032,1
BID,BSX,4031,6
ASK,BSX,403,38
BID,BSX,4029,62
ASK,BSX,4029,9
BID,BSX,4027,12
ASK,BSX,4025,88
BID,BSX,4024,98
ASK,BSX,4025,63
BID,BSX,4023,6
ASK,BSX,4023,86
BID,BSX,4022,10
ASK,BSX,4022,8
BID,BSX,402,89
ASK,BSX,4019,26
BID,BSX,4018,89
ASK,BSX,4019,71
BID,BSX,4018,54
ASK,BSX,4016,5
BID,BSX,4015,48
ASK,BSX,4015,12
BID,BSX,401,61
ASK,BSX,401,68
BID,BSX,4009,100
ASK,BSX,4005,55
BID,BSX,4003,91
ASK,BSX,4003,25
BID,BSX,4002,3
ASK,BSX,3997,80
BID,BSX,3992,3
ASK,BSX,3992,15
BID,BSX,3991,99
ASK,BSX,3991,60
BID,BSX,3989,95
ASK,BSX,399,65
BID,BSX,3989,15
ASK,BSX,399,8
BID,BSX,3988,34
ASK,BSX,3988,37
BID,BSX,3985,38
ASK,BSX,3984,65
BID,BSX,3982,100
ASK,BSX,3983,57
BID,BSX,3979,93
ASK,BSX,3977,20
BID,BSX,3976,27
ASK,BSX,3976,27
BID,BSX,3975,45
ASK,BSX,3975,100
BID,BSX,3967,12
ASK,BSX,3967,26
BID,BSX,3966,34
ASK,BSX,3967,75
BID,BSX,3966,28
ASK,BSX,3969,60
BID,BSX,3966,19
ASK,BSX,3966,94
BID,BSX,3965,70
ASK,BSX,3967,93
BID,BSX,3965,88
ASK,BSX,3965,11
BID,BSX,396,68
ASK,BSX,396,12
BID,BSX,3959,3
ASK,BSX,3959,51
BID,BSX,3958,17
ASK,BSX,396,48
BID,BSX,3957,54
ASK,BSX,3958,81
BID,BSX,3957,72
ASK,BSX,3956,51
BID,BSX,3954,75
ASK,BSX,3954,71
BID,BSX,3953,13
ASK,BSX,3954,67
BID,BSX,3953,75
ASK,BSX,3954,89
BID,BSX,3953,52
ASK,BSX,3952,38
BID,BSX,3951,14
ASK,BSX,3951,42
BID,BSX,395,18
ASK,BSX,3948,99
BID,BSX,3947,94
ASK,BSX,3947,28
BID,BSX,3942,28
ASK,BSX,3941,44
BID,BSX,394,97
ASK,BSX,3941,58
BID,BSX,394,14
ASK,BSX,3939,75
BID,BSX,3938,56
ASK,BSX,3938,90
BID,BSX,3936,95
ASK,BSX,3936,44
BID,BSX,3935,38
ASK,BSX,3936,1
BID,BSX,3935,14
ASK,BSX,3935,27
BID,BSX,3934,24
ASK,BSX,3935,66
BID,BSX,3934,102
ASK,BSX,3937,17
BID,BSX,3932,42
ASK,BSX,3934,24
BID,BSX,3932,38
ASK,BSX,3932,98
BID,BSX,3931,54
ASK,BSX,3932,45
BID,BSX,3931,18
ASK,BSX,3933,87
BID,BSX,3931,42
ASK,BSX,3932,89
BID,BSX,3931,101
ASK,BSX,3931,1
BID,BSX,3929,68
ASK,BSX,3926,54
BID,BSX,3925,26
ASK,BSX,3926,38
BID,BSX,3921,45
ASK,BSX,3922,42
BID,BSX,3921,83
ASK,BSX,392,31
BID,BSX,3919,62
ASK,BSX,3916,38
BID,BSX,3915,1
ASK,BSX,3913,31
BID,BSX,3912,71
ASK,BSX,3911,27
BID,BSX,391,61
ASK,BSX,3911,81
BID,BSX,3908,11
ASK,BSX,3904,25
BID,BSX,3901,8
ASK,BSX,390,89
BID,BSX,3899,37
ASK,BSX,3898,1
BID,BSX,3897,71
ASK,BSX,3899,97
BID,BSX,3897,10
ASK,BSX,3898,54
BID,BSX,3897,102
ASK,BSX,3897,37
BID,BSX,3896,76
ASK,BSX,3897,25
BID,BSX,3896,76
ASK,BSX,3896,83
BID,BSX,3894,23
ASK,BSX,3894,75
BID,BSX,3891,30
ASK,BSX,3891,50
BID,BSX,389,91
ASK,BSX,389,13
BID,BSX,3889,59
ASK,BSX,3889,57
BID,BSX,3886,27
ASK,BSX,3887,81
BID,BSX,3886,92
ASK,BSX,3887,69
BID,BSX,3886,98
ASK,BSX,3886,28
BID,BSX,3885,5
ASK,BSX,3887,8
BID,BSX,3885,40
ASK,BSX,3887,28
BID,BSX,3884,9
ASK,BSX,3885,39
BID,BSX,3884,79
ASK,BSX,3883,10
BID,BSX,3882,8
ASK,BSX,3883,49
BID,BSX,3879,35
ASK,BSX,3881,66
BID,BSX,3878,22
ASK,BSX,3878,73
BID,BSX,3876,34
ASK,BSX,3877,75
BID,BSX,3876,83
ASK,BSX,3877,75
BID,BSX,3876,12
ASK,BSX,3877,99
BID,BSX,3876,43
ASK,BSX,3876,87
BID,BSX,3875,95
ASK,BSX,3875,16
BID,BSX,3874,94
ASK,BSX,3874,86
BID,BSX,3872,28
ASK,BSX,3873,79
BID,BSX,387,27
ASK,BSX,3867,102
BID,BSX,3866,46
ASK,BSX,3866,45
BID,BSX,3865,13
ASK,BSX,3866,2
BID,BSX,386,48
ASK,BSX,3861,31
BID,BSX,386,6
ASK,BSX,386,23
BID,BSX,3859,1
ASK,BSX,386,8
BID,BSX,3859,47
ASK,BSX,3859,60
BID,BSX,3858,6
ASK,BSX,3859,17
BID,BSX,3858,87
ASK,BSX,3858,70
BID,BSX,3857,8
ASK,BSX,3859,63
BID,BSX,3857,94
ASK,BSX,3858,52
BID,BSX,3857,28
ASK,BSX,3856,5
BID,BSX,3853,60
ASK,BSX,3849,43
BID,BSX,3848,62
ASK,BSX,3848,21
BID,BSX,3847,64
ASK,BSX,3845,52
BID,BSX,3842,16
ASK,BSX,3843,85
BID,BSX,3842,53
ASK,BSX,3843,17
BID,BSX,3842,97
ASK,BSX,3843,62
BID,BSX,3839,38
ASK,BSX,384,64
BID,BSX,3839,82
ASK,BSX,3839,80
BID,BSX,3838,85
ASK,BSX,3839,12
BID,BSX,3838,42
ASK,BSX,3838,42
BID,BSX,3837,48
ASK,BSX,3836,81
BID,BSX,3831,71
ASK,BSX,383,15
BID,BSX,3829,77
ASK,BSX,383,58
BID,BSX,3829,87
ASK,BSX,3827,2
BID,BSX,3826,76
ASK,BSX,3826,92
BID,BSX,3825,17
ASK,BSX,3827,59
BID,BSX,3824,33
ASK,BSX,3824,92
BID,BSX,3823,24
ASK,BSX,3822,55
BID,BSX,3821,17
ASK,BSX,3822,76
BID,BSX,3821,11
ASK,BSX,382,54
BID,BSX,3819,62
ASK,BSX,382,35
BID,BSX,3819,63
ASK,BSX,382,87
BID,BSX,3819,26
ASK,BSX,3818,38
BID,BSX,3817,45
ASK,BSX,3818,25
BID,BSX,3817,31
ASK,BSX,3817,49
BID,BSX,3814,52
ASK,BSX,3814,96
BID,BSX,3813,19
ASK,BSX,3813,11
BID,BSX,3812,70
ASK,BSX,3812,68
BID,BSX,3809,68
ASK,BSX,3807,2
BID,BSX,3803,22
ASK,BSX,3804,92
BID,BSX,3803,99
ASK,BSX,3803,99
BID,BSX,3802,19
ASK,BSX,3803,36
BID,BSX,3802,101
ASK,BSX,3802,23
BID,BSX,380,62
ASK,BSX,3801,85
BID,BSX,380,76
ASK,BSX,3801,69
BID,BSX,380,84
ASK,BSX,3801,11
BID,BSX,380,24
ASK,BSX,380,52
BID,BSX,3798,50
ASK,BSX,3799,31
BID,BSX,3798,36
ASK,BSX,3798,75
BID,BSX,3797,73
ASK,BSX,3798,70
BID,BSX,3797,30
ASK,BSX,3796,14
BID,BSX,3793,92
ASK,BSX,3793,80
BID,BSX,3792,27
ASK,BSX,3793,67
BID,BSX,3792,74
ASK,BSX,3792,69
BID,BSX,3791,41
ASK,BSX,3791,42
BID,BSX,379,7
ASK,BSX,3791,15
BID,BSX,379,11
ASK,BSX,3789,26
BID,BSX,3785,34
ASK,BSX,3785,41
BID,BSX,3784,36
ASK,BSX,3784,44
BID,BSX,3783,80
ASK,BSX,3782,102
BID,BSX,3781,88
ASK,BSX,378,77
BID,BSX,3779,36
ASK,BSX,3779,85
BID,BSX,3778,39
ASK,BSX,3778,23
BID,BSX,3777,77
ASK,BSX,3778,82
BID,BSX,3777,39
ASK,BSX,3776,65
BID,BSX,3775,56
ASK,BSX,3774,69
BID,BSX,3772,43
ASK,BSX,3772,96
BID,BSX,3771,58
ASK,BSX,3772,1
BID,BSX,3771,3
ASK,BSX,3767,32
BID,BSX,3766,53
ASK,BSX,3766,9
BID,BSX,3763,29
ASK,BSX,376,70
BID,BSX,3759,36
ASK,BSX,3758,68
BID,BSX,3757,2
ASK,BSX,3756,50
BID,BSX,3755,29
ASK,BSX,3755,42
BID,BSX,3754,58
ASK,BSX,3755,21
BID,BSX,3754,4
ASK,BSX,3753,75
BID,BSX,3752,32
ASK,BSX,3752,67
BID,BSX,3751,60
ASK,BSX,3752,40
BID,BSX,3751,50
ASK,BSX,3751,72
BID,BSX,375,32
ASK,BSX,375,2
BID,BSX,3749,55
ASK,BSX,3749,89
BID,BSX,3748,34
ASK,BSX,3749,26
BID,BSX,3748,6
ASK,BSX,3751,50
BID,BSX,3746,11
ASK,BSX,3746,102
BID,BSX,3745,76
ASK,BSX,3747,9
BID,BSX,3745,83
ASK,BSX,3744,17
BID,BSX,3743,21
ASK,BSX,3743,2
BID,BSX,3742,18
ASK,BSX,3743,8
BID,BSX,3742,21
ASK,BSX,3743,90
BID,BSX,3742,38
ASK,BSX,374,58
BID,BSX,3739,71
ASK,BSX,3738,8
BID,BSX,3737,77
ASK,BSX,3734,56
BID,BSX,3733,93
ASK,BSX,3729,40
BID,BSX,3728,94
ASK,BSX,3728,98
BID,BSX,3727,60
ASK,BSX,3726,97
BID,BSX,3725,87
ASK,BSX,3725,14
BID,BSX,3724,41
ASK,BSX,3723,83
BID,BSX,3722,57
ASK,BSX,3723,18
BID,BSX,3721,80
ASK,BSX,3719,44
BID,BSX,3717,95
ASK,BSX,3717,87
BID,BSX,3716,45
ASK,BSX,3717,63
BID,BSX,3715,39
ASK,BSX,3716,85
BID,BSX,3715,42
ASK,BSX,3716,55
BID,BSX,3715,93
ASK,BSX,3716,24
BID,BSX,3715,98
ASK,BSX,3714,3
BID,BSX,3713,46
ASK,BSX,3713,14
BID,BSX,3712,78
ASK,BSX,3703,83
BID,BSX,3702,75
ASK,BSX,3703,23
BID,BSX,3701,100
ASK,BSX,3701,3
BID,BSX,370,66
ASK,BSX,3698,80
BID,BSX,3697,52
ASK,BSX,3698,61
BID,BSX,3697,88
ASK,BSX,3694,3
BID,BSX,3693,72
ASK,BSX,369,41
BID,BSX,3688,15
ASK,BSX,3689,13
BID,BSX,3688,52
ASK,BSX,3689,49
BID,BSX,3687,22
ASK,BSX,3687,14
BID,BSX,3686,86
ASK,BSX,3688,59
BID,BSX,3686,27
ASK,BSX,3684,15
BID,BSX,3683,69
ASK,BSX,3684,59
BID,BSX,3683,102
ASK,BSX,3683,3
BID,BSX,3678,2
ASK,BSX,3678,32
BID,BSX,3677,67
ASK,BSX,3677,43
BID,BSX,3676,28
ASK,BSX,3676,3
BID,BSX,3675,42
ASK,BSX,3676,88
BID,BSX,3675,20
ASK,BSX,3674,74
BID,BSX,3671,4
ASK,BSX,3672,41
BID,BSX,3671,53
ASK,BSX,3672,37
BID,BSX,3671,59
ASK,BSX,3671,41
BID,BSX,367,72
ASK,BSX,3668,91
BID,BSX,3667,68
ASK,BSX,3666,70
BID,BSX,3665,60
ASK,BSX,3666,100
BID,BSX,3663,9
ASK,BSX,3664,88
BID,BSX,3663,100
ASK,BSX,3661,46
BID,BSX,366,7
ASK,BSX,3656,70
BID,BSX,3645,55
ASK,BSX,3645,22
BID,BSX,3644,16
ASK,BSX,3643,98
BID,BSX,3642,24
ASK,BSX,364,73
BID,BSX,3639,63
ASK,BSX,3641,16
BID,BSX,3639,48
ASK,BSX,3638,47
BID,BSX,3637,73
ASK,BSX,3634,49
BID,BSX,3633,67
ASK,BSX,3633,99
BID,BSX,3632,60
ASK,BSX,3633,63
BID,BSX,3632,52
ASK,BSX,3629,14
BID,BSX,3628,9
ASK,BSX,3628,9
BID,BSX,3627,62
ASK,BSX,3625,14
BID,BSX,3624,88
ASK,BSX,3625,83
BID,BSX,3624,55
ASK,BSX,362,4
BID,BSX,3619,27
ASK,BSX,362,78
BID,BSX,3616,102
ASK,BSX,3606,73
BID,BSX,3605,59
ASK,BSX,3605,19
BID,BSX,3604,73
ASK,BSX,3602,48
BID,BSX,3601,14
ASK,BSX,3602,40
BID,BSX,3601,50
ASK,BSX,360,43
BID,BSX,3599,50
ASK,BSX,360,38
BID,BSX,3599,11
ASK,BSX,3597,48
BID,BSX,3596,75
ASK,BSX,3594,51
BID,BSX,3593,73
ASK,BSX,3594,47
BID,BSX,3592,91
ASK,BSX,3596,30
BID,BSX,3592,85
ASK,BSX,3596,62
BID,BSX,3592,36
ASK,BSX,3592,24
BID,BSX,3591,68
ASK,BSX,3592,101
BID,BSX,3591,56
ASK,BSX,3592,2
BID,BSX,3591,27
ASK,BSX,3589,13
BID,BSX,3587,29
ASK,BSX,3588,10
BID,BSX,3587,39
ASK,BSX,3586,43
BID,BSX,3585,9
ASK,BSX,3584,46
BID,BSX,3583,88
ASK,BSX,3576,47
BID,BSX,3575,34
ASK,BSX,3571,43
BID,BSX,357,73
ASK,BSX,3559,20
