index,word0,word1,engine_id,quantity,price,timestamp
79,0x82b8192e,0x011b1120,1,27,43.84,2193103150
80,0x82b818da,0x060707a0,6,7,19.52,2193103066
81,0x82b818e9,0x00023b95,0,2,152.53,2193103081
82,0x82b81991,0x051a2368,5,26,90.64,2193103249
83,0x82b818e4,0x041e6e7f,4,30,282.87,2193103076
84,0x82b818a6,0x074012d6,7,64,48.22,2193103014
85,0x82b81931,0x00073b94,0,7,152.52,2193103153
86,0x82b81877,0x030330a0,3,3,124.48,2193102967
87,0x82b81916,0x021d48c4,2,29,186.28,2193103126
88,0x82b81959,0x022e48c4,2,46,186.28,2193103193
89,0x82b81991,0x05112368,5,17,90.64,2193103249
90,0x82b818da,0x064d07a0,6,77,19.52,2193103066
91,0x82b8192e,0x01081120,1,8,43.84,2193103150
92,0x82b818e4,0x042f6e7f,4,47,282.87,2193103076
93,0x82b818a6,0x071412d6,7,20,48.22,2193103014
94,0x82b81931,0x002d3b94,0,45,152.52,2193103153
95,0x82b81968,0x011b111e,1,27,43.82,2193103208
96,0x82b81877,0x031130a0,3,17,124.48,2193102967
97,0x82b818ec,0x072812d5,7,40,48.21,2193103084
98,0x82b81991,0x050f2368,5,15,90.64,2193103249
99,0x82b81959,0x023048c4,2,48,186.28,2193103193
100,0x82b818f3,0x03183091,3,24,124.33,2193103091
101,0x82b81919,0x071212d5,7,18,48.21,2193103129
102,0x82b818da,0x060e07a0,6,14,19.52,2193103066
103,0x82b81988,0x020a48be,2,10,186.22,2193103240
104,0x82b818e4,0x04036e7f,4,3,282.87,2193103076
105,0x82b81931,0x00173b94,0,23,152.52,2193103153
106,0x82b81911,0x0650079f,6,80,19.51,2193103121
107,0x82b81968,0x011d111e,1,29,43.82,2193103208
108,0x82b818f3,0x03423091,3,66,124.33,2193103091
109,0x82b81991,0x05092368,5,9,90.64,2193103249
110,0x82b8195e,0x00123b8b,0,18,152.43,2193103198
111,0x82b81919,0x072912d5,7,41,48.21,2193103129
112,0x82b819d1,0x05582362,5,88,90.58,2193103313
113,0x82b81988,0x022d48be,2,45,186.22,2193103240
114,0x82b819e3,0x00273b86,0,39,152.38,2193103331
115,0x82b81946,0x070d12d5,7,13,48.21,2193103174
116,0x82b8191b,0x042a6e7d,4,42,282.85,2193103131
117,0x82b819b7,0x020f48b6,2,15,186.14,2193103287
118,0x82b81911,0x060f079f,6,15,19.51,2193103121
119,0x82b8198a,0x0106111d,1,6,43.81,2193103242
120,0x82b818f3,0x03023091,3,2,124.33,2193103091
121,0x82b819d1,0x05022362,5,2,90.58,2193103313
122,0x82b81922,0x0326308f,3,38,124.31,2193103138
123,0x82b819c8,0x0106111d,1,6,43.81,2193103304
124,0x82b819e3,0x00193b86,0,25,152.38,2193103331
125,0x82b819fe,0x05132362,5,19,90.58,2193103358
126,0x82b81946,0x070a12d5,7,10,48.21,2193103174
127,0x82b8191b,0x042c6e7d,4,44,282.85,2193103131
128,0x82b81a43,0x022548aa,2,37,186.02,2193103427
129,0x82b81911,0x0602079f,6,2,19.51,2193103121
130,0x82b81a12,0x00083b6e,0,8,152.14,2193103378
131,0x82b8198a,0x072912d2,7,41,48.18,2193103242
132,0x82b8199c,0x04326e5b,4,50,282.51,2193103260
133,0x82b81a8c,0x021a48aa,2,26,186.02,2193103500
134,0x82b81965,0x0634079f,6,52,19.51,2193103205
135,0x82b81a7e,0x001d3b5e,0,29,151.98,2193103486
136,0x82b819d5,0x070a12d2,7,10,48.18,2193103317
137,0x82b819fe,0x05192362,5,25,90.58,2193103358
138,0x82b819c8,0x014a111d,1,74,43.81,2193103304
139,0x82b81922,0x030c308f,3,12,124.31,2193103138
140,0x82b81969,0x032f308b,3,47,124.27,2193103209
141,0x82b81a8c,0x021e48aa,2,30,186.02,2193103500
142,0x82b8199c,0x04306e5b,4,48,282.51,2193103260
143,0x82b819d5,0x070612d2,7,6,48.18,2193103317
144,0x82b81a7e,0x000e3b5e,0,14,151.98,2193103486
145,0x82b81965,0x061e079f,6,30,19.51,2193103205
146,0x82b819fe,0x05122362,5,18,90.58,2193103358
147,0x82b81adf,0x00173b53,0,23,151.87,2193103583
148,0x82b819d3,0x04336e56,4,51,282.46,2193103315
149,0x82b81a2f,0x05102360,5,16,90.56,2193103407
150,0x82b81a3d,0x074512d1,7,69,48.17,2193103421
151,0x82b819cb,0x0624079d,6,36,19.49,2193103307
152,0x82b819c8,0x0114111d,1,20,43.81,2193103304
153,0x82b81969,0x0307308b,3,7,124.27,2193103209
154,0x82b81a81,0x070412d1,7,4,48.17,2193103489
155,0x82b81a5a,0x013e111a,1,62,43.78,2193103450
156,0x82b81a8c,0x020c48aa,2,12,186.02,2193103500
157,0x82b819b6,0x0306308a,3,6,124.26,2193103286
158,0x82b81adf,0x00293b53,0,41,151.87,2193103583
159,0x82b81a2f,0x05102360,5,16,90.56,2193103407
160,0x82b819d3,0x042d6e56,4,45,282.46,2193103315
161,0x82b81a81,0x073012d1,7,48,48.17,2193103489
162,0x82b819e5,0x030d3089,3,13,124.25,2193103333
163,0x82b819cb,0x0603079d,6,3,19.49,2193103307
164,0x82b81b2a,0x00263b48,0,38,151.76,2193103658
165,0x82b81a8c,0x022248aa,2,34,186.02,2193103500
166,0x82b81a0a,0x04056e45,4,5,282.29,2193103370
167,0x82b81a73,0x0518235b,5,24,90.51,2193103475
168,0x82b81a5a,0x011f111a,1,31,43.78,2193103450
169,0x82b81a02,0x0605079c,6,5,19.48,2193103362
170,0x82b81aba,0x05212358,5,33,90.48,2193103546
171,0x82b81ad6,0x020d489f,2,13,185.91,2193103574
172,0x82b81a81,0x070512d1,7,5,48.17,2193103489
173,0x82b819e5,0x034c3089,3,76,124.25,2193103333
174,0x82b81b2a,0x000b3b48,0,11,151.76,2193103658
175,0x82b81b0d,0x022c4897,2,44,185.83,2193103629
176,0x82b81b74,0x000e3b43,0,14,151.71,2193103732
177,0x82b81a0a,0x04086e45,4,8,282.29,2193103370
178,0x82b81aba,0x05142358,5,20,90.48,2193103546
179,0x82b81a5a,0x0108111a,1,8,43.78,2193103450
180,0x82b81a02,0x0614079c,6,20,19.48,2193103362
181,0x82b81a81,0x070e12d1,7,14,48.17,2193103489
182,0x82b81a50,0x04216e25,4,33,281.97,2193103440
183,0x82b81ab3,0x010c1119,1,12,43.77,2193103539
184,0x82b81a56,0x0635079c,6,53,19.48,2193103446
185,0x82b81ae3,0x070312d1,7,3,48.17,2193103587
186,0x82b81a32,0x030f3086,3,15,124.22,2193103410
187,0x82b81b0d,0x022b4897,2,43,185.83,2193103629
188,0x82b81a87,0x04196e1a,4,25,281.86,2193103495
189,0x82b81b74,0x00073b43,0,7,151.71,2193103732
190,0x82b81aba,0x051e2358,5,30,90.48,2193103546
191,0x82b81ab0,0x031b307d,3,27,124.13,2193103536
192,0x82b81ad5,0x04106e11,4,16,281.77,2193103573
193,0x82b81ae7,0x050a2352,5,10,90.42,2193103591
194,0x82b81ab3,0x010e1119,1,14,43.77,2193103539
195,0x82b81a56,0x0610079c,6,16,19.48,2193103446
196,0x82b81b02,0x032f307c,3,47,124.12,2193103618
197,0x82b81ae3,0x072a12d1,7,42,48.17,2193103587
198,0x82b81b0d,0x02064897,2,6,185.83,2193103629
199,0x82b81b3e,0x071812cd,7,24,48.13,2193103678
200,0x82b81b74,0x00493b43,0,73,151.71,2193103732
201,0x82b81ad5,0x042f6e11,4,47,281.77,2193103573
202,0x82b81bbe,0x00033b35,0,3,151.57,2193103806
203,0x82b81b2c,0x053c234e,5,60,90.38,2193103660
204,0x82b81b02,0x0317307c,3,23,124.12,2193103618
205,0x82b81ab3,0x01141119,1,20,43.77,2193103539
206,0x82b81a56,0x0605079c,6,5,19.48,2193103446
207,0x82b81bf1,0x000c3b35,0,12,151.57,2193103857
208,0x82b81b3e,0x070612cd,7,6,48.13,2193103678
209,0x82b81b93,0x0528234e,5,40,90.38,2193103763
210,0x82b81b0d,0x02094897,2,9,185.83,2193103629
211,0x82b81b6e,0x0326307c,3,38,124.12,2193103726
212,0x82b81a8d,0x0613079c,6,19,19.48,2193103501
213,0x82b81ad5,0x041c6e11,4,28,281.77,2193103573
214,0x82b81b49,0x02154896,2,21,185.82,2193103689
215,0x82b81b93,0x0523234e,5,35,90.38,2193103763
216,0x82b81bf1,0x001e3b35,0,30,151.57,2193103857
217,0x82b81b6e,0x0316307c,3,22,124.12,2193103726
218,0x82b81b2b,0x04246e09,4,36,281.69,2193103659
219,0x82b81adb,0x0647079b,6,71,19.47,2193103579
220,0x82b81bae,0x020c4892,2,12,185.78,2193103790
221,0x82b81b3e,0x072b12cd,7,43,48.13,2193103678
222,0x82b81ab3,0x011c1119,1,28,43.77,2193103539
223,0x82b81c51,0x00353b2d,0,53,151.49,2193103953
224,0x82b81b6b,0x073a12cd,7,58,48.13,2193103723
225,0x82b81b30,0x0605079b,6,5,19.47,2193103664
226,0x82b81aea,0x01111117,1,17,43.75,2193103594
227,0x82b81b93,0x0514234e,5,20,90.38,2193103763
228,0x82b81b6e,0x031d307c,3,29,124.12,2193103726
229,0x82b81b2b,0x043e6e09,4,62,281.69,2193103659
230,0x82b81bae,0x022f4892,2,47,185.78,2193103790
231,0x82b81bc0,0x051f234e,5,31,90.38,2193103808
232,0x82b81c51,0x001f3b2d,0,31,151.49,2193103953
233,0x82b81b48,0x01101116,1,16,43.74,2193103688
234,0x82b81ba9,0x03073077,3,7,124.07,2193103785
235,0x82b81b6b,0x070d12cd,7,13,48.13,2193103723
236,0x82b81b81,0x04146dea,4,20,281.38,2193103745
237,0x82b81b86,0x0631079a,6,49,19.46,2193103750
238,0x82b81b98,0x070512cb,7,5,48.11,2193103768
239,0x82b81b84,0x01101116,1,16,43.74,2193103748
240,0x82b81c04,0x040e6dc8,4,14,281.04,2193103876
241,0x82b81bdb,0x06150799,6,21,19.45,2193103835
242,0x82b81bc0,0x0537234e,5,55,90.38,2193103808
243,0x82b81bae,0x020d4892,2,13,185.78,2193103790
244,0x82b81ba9,0x03053077,3,5,124.07,2193103785
245,0x82b81c9b,0x00283b1c,0,40,151.32,2193104027
246,0x82b81c12,0x06130798,6,19,19.44,2193103890
247,0x82b81c20,0x02234886,2,35,185.66,2193103904
248,0x82b81b98,0x075d12cb,7,93,48.11,2193103768
249,0x82b81c14,0x03113073,3,17,124.03,2193103892
250,0x82b81b84,0x011e1116,1,30,43.74,2193103748
251,0x82b81c04,0x04326dc8,4,50,281.04,2193103876
252,0x82b81be2,0x070112cb,7,1,48.11,2193103842
253,0x82b81bc0,0x0510234e,5,16,90.38,2193103808
254,0x82b81c3b,0x04046dc2,4,4,280.98,2193103931
255,0x82b81c9b,0x00043b1c,0,4,151.32,2193104027
256,0x82b81c12,0x06050798,6,5,19.44,2193103890
257,0x82b81c0d,0x051f233f,5,31,90.23,2193103885
258,0x82b81c20,0x02074886,2,7,185.66,2193103904
259,0x82b81c14,0x03033073,3,3,124.03,2193103892
260,0x82b81b84,0x01301116,1,48,43.74,2193103748
261,0x82b81c56,0x05262338,5,38,90.16,2193103958
262,0x82b81be2,0x072812cb,7,40,48.11,2193103842
263,0x82b81c8c,0x020c4882,2,12,185.62,2193104012
264,0x82b81c5a,0x0323306f,3,35,123.99,2193103962
265,0x82b81bd8,0x01311116,1,49,43.74,2193103832
266,0x82b81c3b,0x04436dc2,4,67,280.98,2193103931
267,0x82b81c12,0x061b0798,6,27,19.44,2193103890
268,0x82b81c53,0x070612c9,7,6,48.09,2193103955
269,0x82b81c9b,0x00273b1c,0,39,151.32,2193104027
270,0x82b81c89,0x030f306f,3,15,123.99,2193104009
271,0x82b81c8a,0x04026dad,4,2,280.77,2193104010
272,0x82b81c56,0x05392338,5,57,90.16,2193103958
273,0x82b81c9e,0x073612c9,7,54,48.09,2193104030
274,0x82b81cd2,0x00023b18,0,2,151.28,2193104082
275,0x82b81cd4,0x032c3064,3,44,123.88,2193104084
276,0x82b81cc8,0x022c4878,2,44,185.52,2193104072
277,0x82b81c85,0x05032337,5,3,90.15,2193104005
278,0x82b81c12,0x06080798,6,8,19.44,2193103890
279,0x82b81bd8,0x011f1116,1,31,43.74,2193103832
280,0x82b81c8a,0x04076dad,4,7,280.77,2193104010
281,0x82b81c9e,0x070512c9,7,5,48.09,2193104030
282,0x82b81cd2,0x00053b18,0,5,151.28,2193104082
283,0x82b81cd4,0x033a3064,3,58,123.88,2193104084
284,0x82b81c85,0x050a2337,5,10,90.15,2193104005
285,0x82b81cf5,0x04016dab,4,1,280.75,2193104117
286,0x82b81ce9,0x070612c8,7,6,48.08,2193104105
287,0x82b81cc8,0x02164878,2,22,185.52,2193104072
288,0x82b81d20,0x03113061,3,17,123.85,2193104160
289,0x82b81c10,0x01291115,1,41,43.73,2193103888
290,0x82b81c12,0x06030798,6,3,19.44,2193103890
291,0x82b81d2d,0x075212c7,7,82,48.07,2193104173
292,0x82b81d16,0x02134877,2,19,185.51,2193104150
293,0x82b81d96,0x070112c7,7,1,48.07,2193104278
294,0x82b81cab,0x062f0798,6,47,19.44,2193104043
295,0x82b81cd2,0x000e3b18,0,14,151.28,2193104082
296,0x82b81c85,0x05182337,5,24,90.15,2193104005
297,0x82b81da2,0x020f4873,2,15,185.47,2193104290
298,0x82b81d20,0x03273061,3,39,123.85,2193104160
299,0x82b81cf5,0x04146dab,4,20,280.75,2193104117
300,0x82b81d0f,0x06150798,6,21,19.44,2193104143
301,0x82b81ccb,0x05032337,5,3,90.15,2193104075
302,0x82b81d45,0x002d3b0c,0,45,151.16,2193104197
303,0x82b81d43,0x041a6daa,4,26,280.74,2193104195
304,0x82b81c4c,0x01211114,1,33,43.72,2193103948
305,0x82b81d91,0x040b6da1,4,11,280.65,2193104273
306,0x82b81da2,0x02384873,2,56,185.47,2193104290
307,0x82b81ccb,0x05412337,5,65,90.15,2193104075
308,0x82b81d20,0x031b3061,3,27,123.85,2193104160
309,0x82b81d96,0x072712c7,7,39,48.07,2193104278
310,0x82b81d0f,0x06280798,6,40,19.44,2193104143
311,0x82b81d9c,0x00103b08,0,16,151.12,2193104284
312,0x82b81d9e,0x03353058,3,53,123.76,2193104286
313,0x82b81e04,0x072112c7,7,33,48.07,2193104388
314,0x82b81c4c,0x013e1114,1,62,43.72,2193103948
315,0x82b81d46,0x060e0797,6,14,19.43,2193104198
316,0x82b81d91,0x04166da1,4,22,280.65,2193104273
317,0x82b81cea,0x011c1114,1,28,43.72,2193104106
318,0x82b81da2,0x020c4873,2,12,185.47,2193104290
319,0x82b81ccb,0x05032337,5,3,90.15,2193104075
320,0x82b81d9c,0x002e3b08,0,46,151.12,2193104284
321,0x82b81e04,0x072912c7,7,41,48.07,2193104388
322,0x82b81d9e,0x031b3058,3,27,123.76,2193104286
323,0x82b81e12,0x024e4871,2,78,185.45,2193104402
324,0x82b81d46,0x062b0797,6,43,19.43,2193104198
325,0x82b81d91,0x041a6da1,4,26,280.65,2193104273
326,0x82b81cfa,0x05062336,5,6,90.14,2193104122
327,0x82b81e20,0x071512c7,7,21,48.07,2193104416
328,0x82b81de7,0x031c3053,3,28,123.71,2193104359
329,0x82b81ddf,0x041b6d99,4,27,280.57,2193104351
330,0x82b81d62,0x05102336,5,16,90.14,2193104226
331,0x82b81d7d,0x062f0797,6,47,19.43,2193104253
332,0x82b81cea,0x013a1114,1,58,43.72,2193104106
333,0x82b81e50,0x0202486e,2,2,185.42,2193104464
334,0x82b81e16,0x03193045,3,25,123.57,2193104406
335,0x82b81e41,0x04196d94,4,25,280.52,2193104449
336,0x82b81d9c,0x000b3b08,0,11,151.12,2193104284
337,0x82b81db4,0x06030796,6,3,19.42,2193104308
338,0x82b81d78,0x011a110e,1,26,43.66,2193104248
339,0x82b81e20,0x071512c7,7,21,48.07,2193104416
340,0x82b81d62,0x050b2336,5,11,90.14,2193104226
341,0x82b81dd3,0x00053b07,0,5,151.11,2193104339
342,0x82b81e16,0x03313045,3,49,123.57,2193104406
343,0x82b81e50,0x0251486e,2,81,185.42,2193104464
344,0x82b81e27,0x001b3b07,0,27,151.11,2193104423
345,0x82b81e41,0x04446d94,4,68,280.52,2193104449
346,0x82b81db4,0x062d0796,6,45,19.42,2193104308
347,0x82b81d78,0x0113110e,1,19,43.66,2193104248
348,0x82b81e20,0x073212c7,7,50,48.07,2193104416
349,0x82b81e61,0x00153aff,0,21,151.03,2193104481
350,0x82b81e78,0x040d6d94,4,13,280.52,2193104504
351,0x82b81e20,0x062e0796,6,46,19.42,2193104416
352,0x82b81e6a,0x071112c6,7,17,48.06,2193104490
353,0x82b81d62,0x05022336,5,2,90.14,2193104226
354,0x82b81e16,0x03043045,3,4,123.57,2193104406
355,0x82b81ec6,0x02294850,2,41,185.12,2193104582
356,0x82b81da8,0x05392334,5,57,90.12,2193104296
357,0x82b81d78,0x010f110e,1,15,43.66,2193104248
358,0x82b81e6a,0x072012c6,7,32,48.06,2193104490
359,0x82b81e78,0x04026d94,4,2,280.52,2193104504
360,0x82b81e20,0x06190796,6,25,19.42,2193104416
361,0x82b81e61,0x000b3aff,0,11,151.03,2193104481
362,0x82b81e16,0x030e3045,3,14,123.57,2193104406
363,0x82b81da8,0x05252334,5,37,90.12,2193104296
364,0x82b81ecb,0x0321303a,3,33,123.46,2193104587
365,0x82b81f25,0x00263afb,0,38,150.99,2193104677
366,0x82b81ec6,0x02254850,2,37,185.12,2193104582
367,0x82b81dd7,0x0505232e,5,5,90.06,2193104343
368,0x82b81e20,0x06010796,6,1,19.42,2193104416
369,0x82b81f04,0x022a484f,2,42,185.11,2193104644
370,0x82b81e78,0x04236d94,4,35,280.52,2193104504
371,0x82b81e6a,0x071612c6,7,22,48.06,2193104490
372,0x82b81def,0x0109110c,1,9,43.64,2193104367
373,0x82b81e74,0x061c0796,6,28,19.42,2193104500
374,0x82b81f26,0x04386d6e,4,56,280.14,2193104678
375,0x82b81ecb,0x030d303a,3,13,123.46,2193104587
376,0x82b81eb1,0x074c12c5,7,76,48.05,2193104561
377,0x82b81e2b,0x0115110b,1,21,43.63,2193104427
378,0x82b81f7e,0x00103af9,0,16,150.97,2193104766
379,0x82b81efe,0x030f303a,3,15,123.46,2193104638
380,0x82b81ee0,0x070412c4,7,4,48.04,2193104608
381,0x82b81dd7,0x0552232e,5,82,90.06,2193104343
382,0x82b81f04,0x021d484f,2,29,185.11,2193104644
383,0x82b81e82,0x011a110a,1,26,43.62,2193104514
384,0x82b81f3f,0x02274849,2,39,185.05,2193104703
385,0x82b81f26,0x04166d6e,4,22,280.14,2193104678
386,0x82b81e74,0x060a0796,6,10,19.42,2193104500
387,0x82b81edc,0x0119110a,1,25,43.62,2193104604
388,0x82b81efe,0x033c303a,3,60,123.46,2193104638
389,0x82b81ee0,0x075112c4,7,81,48.04,2193104608
390,0x82b81fbe,0x00353af8,0,53,150.96,2193104830
391,0x82b81f5d,0x04286d62,4,40,280.02,2193104733
392,0x82b81e24,0x052e232b,5,46,90.03,2193104420
393,0x82b81edb,0x06380795,6,56,19.41,2193104603
394,0x82b81f2c,0x071512c3,7,21,48.03,2193104684
395,0x82b81f98,0x02434845,2,67,185.01,2193104792
396,0x82b81efe,0x0315303a,3,21,123.46,2193104638
397,0x82b81e24,0x0511232b,5,17,90.03,2193104420
398,0x82b81f5d,0x04016d62,4,1,280.02,2193104733
399,0x82b81edc,0x0122110a,1,34,43.62,2193104604
400,0x82b81edb,0x06230795,6,35,19.41,2193104603
401,0x82b81f2c,0x073d12c3,7,61,48.03,2193104684
402,0x82b81ffe,0x002f3af1,0,47,150.89,2193104894
403,0x82b81fe6,0x021b4841,2,27,184.97,2193104870
404,0x82b81fb0,0x04426d5e,4,66,279.98,2193104816
405,0x82b81f29,0x061b0795,6,27,19.41,2193104681
406,0x82b81f14,0x01301109,1,48,43.61,2193104660
407,0x82b81f5b,0x072712c3,7,39,48.03,2193104731
408,0x82b81efe,0x0306303a,3,6,123.46,2193104638
409,0x82b82002,0x061f0793,6,31,19.39,2193104898
410,0x82b81e24,0x0502232b,5,2,90.03,2193104420
411,0x82b81f59,0x01121109,1,18,43.61,2193104729
412,0x82b81f31,0x030d3035,3,13,123.41,2193104689
413,0x82b81fb0,0x04226d5e,4,34,279.98,2193104816
414,0x82b81f5b,0x071012c3,7,16,48.03,2193104731
415,0x82b82047,0x0207483e,2,7,184.94,2193104967
416,0x82b81e53,0x0510232b,5,16,90.03,2193104467
417,0x82b81f7c,0x03133033,3,19,123.39,2193104764
418,0x82b81fff,0x04416d4a,4,65,279.78,2193104895
419,0x82b82002,0x060c0793,6,12,19.39,2193104898
420,0x82b81ec3,0x05372325,5,55,89.97,2193104579
421,0x82b82044,0x001b3aed,0,27,150.85,2193104964
422,0x82b8207c,0x011c1107,1,28,43.59,2193105020
423,0x82b81f5b,0x070312c3,7,3,48.03,2193104731
424,0x82b82047,0x025b483e,2,91,184.94,2193104967
425,0x82b81f7c,0x03183033,3,24,123.39,2193104764
426,0x82b81fc7,0x072612c2,7,38,48.02,2193104839
427,0x82b8204d,0x04296d4a,4,41,279.78,2193104973
428,0x82b81ec3,0x051c2325,5,28,89.97,2193104579
429,0x82b82002,0x06180793,6,24,19.39,2193104898
430,0x82b82087,0x02024839,2,2,184.89,2193105031
431,0x82b81fc5,0x0327302c,3,39,123.32,2193104837
432,0x82b81ef2,0x051d2324,5,29,89.96,2193104626
433,0x82b8206a,0x06140793,6,20,19.39,2193105002
434,0x82b81fc7,0x070a12c2,7,10,48.02,2193104839
435,0x82b8207c,0x01121107,1,18,43.59,2193105020
436,0x82b81fc5,0x030a302c,3,10,123.32,2193104837
437,0x82b8204d,0x04026d4a,4,2,279.78,2193104973
438,0x82b8206f,0x00343ae3,0,52,150.75,2193105007
439,0x82b82087,0x020c4839,2,12,184.89,2193105031
440,0x82b820a4,0x04026d25,4,2,279.41,2193105060
441,0x82b8206a,0x062a0793,6,42,19.39,2193105002
442,0x82b81ef2,0x052c2324,5,44,89.96,2193104626
443,0x82b81fc7,0x072212c2,7,34,48.02,2193104839
444,0x82b820db,0x040d6d1b,4,13,279.31,2193105115
445,0x82b81f40,0x053a2320,5,58,89.92,2193104704
446,0x82b820bc,0x01411106,1,65,43.58,2193105084
447,0x82b81fc5,0x0322302c,3,34,123.32,2193104837
448,0x82b82087,0x02264839,2,38,184.89,2193105031
449,0x82b8206f,0x00063ae3,0,6,150.75,2193105007
450,0x82b82103,0x010a1106,1,10,43.58,2193105155
451,0x82b8206a,0x06030793,6,3,19.39,2193105002
452,0x82b81f40,0x05022320,5,2,89.92,2193104704
453,0x82b81ff4,0x03193027,3,25,123.27,2193104884
454,0x82b820db,0x04376d1b,4,55,279.31,2193105115
455,0x82b82010,0x072812c1,7,40,48.01,2193104912
456,0x82b820a5,0x062e0793,6,46,19.39,2193105061
457,0x82b82056,0x070f12c1,7,15,48.01,2193104982
458,0x82b82087,0x021f4839,2,31,184.89,2193105031
459,0x82b820d3,0x070512be,7,5,47.98,2193105107
460,0x82b82143,0x04206cf9,4,32,278.97,2193105219
461,0x82b82028,0x03353022,3,53,123.22,2193104936
